time,temperature,humidity,vbat_mV
00:01:01,27.8,63,4186
00:03:07,27.6,62,4171
00:05:12,27.5,61,4171
00:07:18,27.5,61,4171
00:09:23,27.4,62,4171
00:11:29,27.3,63,4178
00:13:34,27.3,64,4178
00:15:40,27.3,64,4186
00:17:46,27.2,64,4178
00:19:51,27.2,65,4171
00:21:57,27.1,65,4171
00:24:02,27.1,65,4171
00:26:08,27.1,65,4178
00:28:13,27.0,65,4171
00:30:19,27.0,65,4171
00:32:25,26.9,65,4171
00:34:30,26.9,65,4178
00:36:36,26.9,65,4171
00:38:41,26.8,62,4178
00:40:47,26.7,63,4171
00:42:52,26.6,64,4171
00:44:58,26.6,64,4171
00:47:04,26.6,64,4171
00:49:09,26.6,64,4171
00:51:15,26.5,65,4171
00:53:20,26.5,65,4171
00:55:26,26.5,65,4171
00:57:31,26.5,65,4171
00:59:37,26.4,65,4171
01:01:43,26.4,65,4171
01:03:48,26.4,65,4171
01:05:54,26.4,65,4171
01:07:59,26.4,65,4171
01:10:05,26.3,63,4171
01:12:10,26.2,62,4171
01:14:16,26.1,63,4171
01:16:21,26.1,63,4171
01:18:27,26.1,64,4171
01:20:33,26.1,64,4171
01:22:38,26.1,64,4171
01:24:44,26.1,64,4171
01:26:49,26.1,64,4171
01:28:55,26.1,64,4171
01:31:00,26.1,64,4171
01:33:06,26.1,64,4171
01:35:11,26.0,64,4171
01:37:17,26.0,64,4171
01:39:22,26.0,64,4171
01:41:28,26.0,64,4171
01:43:33,25.9,61,4171
01:45:39,25.8,62,4171
01:47:45,25.8,62,4171
01:49:50,25.8,63,4171
01:51:56,25.9,63,4171
01:54:01,25.8,63,4171
01:56:07,25.8,63,4171
01:58:12,25.8,63,4171
02:00:18,25.8,63,4171
02:02:24,25.8,64,4171
02:04:29,25.8,64,4171
02:06:35,25.8,64,4171
02:08:40,25.8,64,4171
02:10:46,25.8,64,4171
02:12:51,25.8,64,4171
02:14:57,25.7,61,4171
02:17:02,25.6,62,4171
02:19:08,25.6,62,4171
02:21:14,25.6,63,4171
02:23:19,25.6,63,4171
02:25:25,25.6,63,4171
02:27:30,25.6,63,4171
02:29:36,25.6,63,4171
02:31:41,25.6,63,4171
02:33:47,25.6,63,4171
