time,temperature,humidity,vbat_mV
00:00:24,27.7,85,3943
00:05:31,27.7,85,3943
00:10:37,27.7,85,3943
00:15:44,27.7,85,3943
00:20:51,27.7,85,3943
00:25:57,27.6,85,3943
00:31:04,27.5,82,3943
00:36:11,26.6,73,3943
00:41:18,26.2,70,3943
00:46:25,26.2,69,3943
00:51:31,26.2,70,3943
00:56:38,26.1,70,3943
01:01:45,26.2,71,3943
01:06:51,26.1,71,3943
01:11:58,26.1,70,3943
01:17:05,25.8,68,3943
01:22:12,25.8,69,3943
01:27:19,25.8,69,3943
01:32:25,25.8,69,3943
01:37:32,25.7,69,3943
01:42:39,25.7,69,3943
01:47:46,25.4,66,3943
01:52:53,25.4,67,3943
01:57:59,25.4,67,3943
02:03:06,25.4,67,3943
02:08:13,25.4,68,3943
02:13:20,25.3,67,3943
02:18:26,25.4,67,3943
02:23:33,25.1,66,3943
02:28:40,25.2,67,3943
02:33:47,25.2,67,3943
02:38:53,25.1,67,3943
02:44:00,25.2,67,3943
02:49:07,25.2,67,3943
02:54:14,24.9,65,3943
02:59:20,25.0,66,3943
03:04:27,25.0,67,3943
03:09:34,25.0,67,3943
03:14:41,25.0,67,3943
03:19:47,25.0,67,3943
03:24:54,24.7,65,3943
03:30:01,24.9,66,3943
03:35:08,24.9,66,3943
03:40:14,24.9,66,3943
03:45:21,24.9,67,3943
03:50:28,24.9,67,3943
03:55:34,24.8,65,3943
04:00:41,24.7,65,3943
04:05:48,24.8,66,3943
04:10:55,24.8,66,3943
04:16:01,24.8,67,3943
04:21:08,24.8,67,3943
04:26:15,24.8,67,3943
04:31:22,24.6,65,3943
04:36:29,24.6,66,3943
04:41:35,24.6,66,3943
04:46:42,24.6,66,3943
04:51:49,24.6,66,3943
04:56:56,24.7,66,3943
05:02:02,24.5,64,3943
05:07:09,24.5,65,3943
05:12:16,24.5,66,3943
05:17:23,24.5,66,3943
05:22:30,24.6,66,3943
05:27:36,24.5,66,3943
05:32:43,24.4,63,3943
05:37:50,24.4,65,3943
05:42:57,24.4,65,3943
05:48:03,24.5,66,3943
05:53:10,24.5,66,3943
05:58:17,24.5,66,3943
06:03:23,24.5,65,3943
06:08:30,24.3,64,3943
06:13:37,24.4,65,3943
06:18:44,24.4,65,3943
06:23:51,24.5,66,3943
06:28:57,24.4,66,3943
06:34:04,24.5,66,3943
06:39:11,24.3,64,3943
06:44:18,24.3,65,3943
06:49:25,24.4,66,3943
06:54:31,24.4,66,3943
06:59:38,24.4,66,3943
07:04:45,24.4,66,3943
07:09:52,24.3,65,3943
07:14:59,24.8,66,3943
07:20:06,25.0,68,3943
07:25:13,25.2,69,3943
07:30:20,25.3,70,3943
07:35:26,25.4,72,3943
07:40:33,25.5,72,3943
07:45:40,25.6,73,3943
07:50:47,25.7,74,3943
07:55:53,25.8,74,3943
08:01:00,26.0,75,3943
08:06:07,26.1,75,3943
08:11:14,26.2,76,3943
08:16:21,26.4,78,3943
08:21:27,26.5,77,3943
08:26:34,26.5,77,3943
08:31:41,26.6,77,3943
08:36:48,26.7,77,3943
08:41:55,26.8,77,3943
08:47:01,26.9,78,3943
08:52:08,27.0,79,3943
08:57:15,27.1,78,3943
09:02:22,27.2,78,3943
09:07:29,27.3,78,3943
09:12:35,27.4,78,3943
09:17:42,27.4,78,3943
09:22:49,27.5,78,3943
09:27:56,27.5,78,3943
09:33:03,27.5,78,3943
09:38:09,27.6,79,3943
09:43:16,27.6,79,3943
09:48:23,27.6,78,3943
09:53:30,27.6,78,3943
09:58:37,27.7,79,3943
10:03:44,27.7,78,3943
10:08:50,27.7,78,3943
10:13:57,27.7,79,3943
10:19:04,27.7,78,3943
10:24:11,27.8,78,3943
10:29:18,28.1,81,3943
10:34:24,28.3,81,3943
10:39:31,28.3,82,3943
10:44:38,28.5,82,3943
10:49:45,28.6,80,3943
10:54:51,28.6,80,3943
10:59:58,28.7,80,3943
11:05:05,28.8,80,3943
11:10:12,28.8,80,3943
11:15:19,28.8,80,3943
11:20:26,28.9,80,3943
11:25:32,29.0,80,3943
11:30:39,29.0,80,3943
11:35:46,29.0,80,3943
11:40:53,29.1,80,3943
11:46:00,29.1,80,3943
11:51:07,29.2,80,3943
11:56:13,29.2,80,3943
12:01:20,29.3,79,3943
12:06:27,29.3,79,3943
12:11:34,29.4,79,3943
12:16:41,29.4,79,3943
12:21:47,29.4,78,3943
12:26:54,29.4,78,3943
12:32:01,29.4,78,3943
