time,temperature,humidity,vbat_mV
00:00:17,28.26,63.55,4108
00:00:48,28.23,62.91,4108
00:01:19,28.21,61.96,4108
00:01:49,28.18,60.90,4108
00:02:20,28.19,60.84,4108
00:02:51,28.17,60.95,4108
00:03:22,28.13,61.14,4108
00:03:52,28.13,61.39,4108
00:04:23,28.11,61.48,4108
00:04:54,28.11,61.60,4108
00:05:25,28.10,61.69,4108
00:05:56,28.07,61.87,4108
00:06:26,28.07,61.96,4108
00:06:57,28.07,62.07,4108
00:07:28,28.05,62.12,4108
00:07:59,28.04,62.22,4108
00:08:30,28.03,62.30,4108
00:09:00,28.03,62.33,4108
00:09:31,28.02,62.36,4108
00:10:02,28.01,62.45,4108
00:10:33,28.02,62.48,4108
00:11:04,28.01,62.51,4108
00:11:35,28.00,62.47,4108
00:12:05,28.00,62.61,4108
00:12:36,28.02,62.57,4108
00:13:07,28.00,62.80,4108
00:13:38,27.99,62.78,4108
00:14:09,27.99,63.12,4108
00:14:40,28.00,63.32,4108
00:15:11,28.00,63.22,4108
00:15:42,28.01,63.24,4108
00:16:13,27.99,63.20,4108
00:16:43,28.00,63.23,4108
00:17:14,27.97,63.23,4108
00:17:45,27.99,63.20,4108
00:18:16,27.99,63.21,4108
00:18:47,28.00,63.29,4108
00:19:18,27.97,63.28,4108
00:19:48,28.00,63.28,4108
00:20:19,27.99,63.29,4108
00:20:50,28.00,63.28,4108
00:21:21,27.99,63.35,4108
00:21:52,27.97,63.35,4108
00:22:23,27.97,63.38,4108
00:22:54,27.99,63.28,4108
00:23:25,27.97,63.25,4108
00:23:55,27.94,63.16,4108
00:24:26,27.97,63.14,4108
00:24:57,27.95,63.16,4108
00:25:28,27.95,63.18,4108
00:25:59,27.95,63.18,4108
00:26:30,27.95,63.19,4108
00:27:01,27.94,63.18,4108
00:27:31,27.94,63.20,4108
00:28:02,27.95,63.21,4108
00:28:33,27.95,63.24,4108
00:29:04,27.94,63.28,4108
00:29:35,27.94,63.28,4108
00:30:06,27.94,63.24,4108
00:30:37,27.96,63.17,4108
00:31:08,27.96,63.12,4108
00:31:38,27.93,63.16,4108
00:32:09,27.92,63.16,4108
00:32:40,27.93,62.73,4108
00:33:11,27.91,61.77,4108
00:33:42,27.92,60.82,4108
00:34:13,27.89,60.47,4108
