time,temperature,humidity,vbat_mV
00:00:26,28.13,80.34,4088
00:00:57,28.11,80.22,4092
00:01:27,28.11,80.28,4092
00:01:58,28.15,80.29,4093
00:02:29,28.13,80.23,4092
00:03:00,28.14,80.12,4093
00:03:31,28.12,80.11,4092
00:04:01,28.13,80.32,4092
00:04:32,28.17,80.39,4092
00:05:03,28.16,80.29,4093
00:05:34,28.15,80.24,4093
00:06:04,28.15,80.19,4089
00:06:35,28.15,80.11,4092
00:07:06,28.17,80.29,4092
00:07:37,28.16,80.39,4093
00:08:08,28.16,80.43,4092
00:08:39,28.17,80.36,4088
00:09:09,28.18,80.30,4092
00:09:40,28.17,80.21,4092
00:10:11,28.18,80.21,4093
00:10:42,28.16,80.22,4093
00:11:13,28.17,80.27,4092
00:11:44,28.17,80.22,4092
00:12:15,28.18,80.19,4089
00:12:45,28.17,80.23,4092
00:13:16,28.19,80.28,4092
00:13:47,28.22,80.22,4092
00:14:18,28.21,80.13,4093
00:14:49,28.20,80.26,4092
00:15:20,28.20,80.34,4092
00:15:51,28.22,80.38,4092
00:16:22,28.25,80.34,4092
00:16:53,28.23,80.26,4092
00:17:24,28.24,80.17,4093
00:17:54,28.25,80.26,4093
00:18:25,28.26,80.25,4089
00:18:56,28.24,80.20,4089
00:19:27,28.25,80.17,4093
00:19:58,28.25,80.14,4092
00:20:29,28.25,80.13,4093
00:21:00,28.27,80.17,4093
00:21:31,28.26,80.16,4093
00:22:01,28.24,80.17,4092
00:22:32,28.26,80.20,4092
00:23:03,28.26,80.17,4093
00:23:34,28.27,80.16,4093
00:24:05,28.26,80.14,4093
00:24:36,28.28,80.16,4092
00:25:07,28.27,80.16,4092
00:25:38,28.26,80.23,4093
00:26:09,28.29,80.28,4092
00:26:39,28.27,80.15,4092
00:27:10,28.29,80.12,4093
00:27:41,28.30,80.22,4093
00:28:12,28.29,80.23,4093
00:28:43,28.30,80.18,4093
00:29:14,28.31,80.17,4093
00:29:45,28.30,80.16,4092
00:30:16,28.32,80.01,4092
00:30:46,28.33,79.98,4092
00:31:17,28.30,79.96,4093
00:31:48,28.31,79.87,4093
00:32:19,28.32,79.97,4092
00:32:50,28.30,80.22,4092
00:33:21,28.31,80.22,4092
00:33:52,28.33,80.13,4092
00:34:23,28.32,80.01,4093
00:34:54,28.32,80.01,4092
00:35:24,28.31,79.96,4092
00:35:55,28.36,79.82,4092
00:36:26,28.31,80.03,4093
00:36:57,28.34,80.04,4092
00:37:28,28.35,79.96,4093
00:37:59,28.34,79.98,4092
00:38:30,28.35,79.99,4093
00:39:01,28.34,79.99,4093
00:39:32,28.34,80.06,4092
00:40:03,28.34,80.07,4093
00:40:34,28.35,80.02,4093
00:41:04,28.35,79.92,4093
00:41:35,28.34,79.89,4092
00:42:06,28.35,80.12,4093
00:42:37,28.35,80.10,4092
00:43:08,28.36,80.09,4092
00:43:39,28.35,79.94,4092
00:44:10,28.35,79.86,4093
00:44:40,28.36,80.02,4092
00:45:11,28.36,80.04,4092
00:45:42,28.36,80.11,4092
00:46:13,28.38,80.05,4092
00:46:44,28.36,80.06,4093
00:47:15,28.36,80.01,4092
00:47:46,28.40,79.96,4093
00:48:17,28.39,79.96,4092
00:48:48,28.39,79.92,4093
00:49:19,28.39,79.85,4093
00:49:49,28.41,79.96,4092
00:50:20,28.39,79.98,4092
00:50:51,28.39,80.10,4092
00:51:22,28.39,80.03,4093
00:51:53,28.39,79.93,4092
00:52:24,28.39,79.87,4092
00:52:55,28.39,79.97,4093
00:53:26,28.39,80.03,4093
00:53:57,28.40,79.92,4093
00:54:27,28.40,79.89,4092
00:54:58,28.41,79.96,4093
00:55:29,28.39,79.98,4089
00:56:00,28.40,79.89,4092
00:56:31,28.39,79.86,4092
00:57:02,28.41,79.82,4093
00:57:33,28.42,79.92,4093
00:58:04,28.40,79.87,4093
00:58:35,28.41,79.95,4093
00:59:06,28.39,79.83,4092
00:59:36,28.43,79.84,4092
01:00:07,28.41,79.90,4093
01:00:38,28.41,79.84,4092
01:01:09,28.42,79.84,4092
01:01:40,28.43,79.85,4093
01:02:11,28.44,79.91,4092
01:02:42,28.43,79.90,4092
01:03:13,28.42,79.89,4092
01:03:44,28.43,79.90,4093
01:04:15,28.42,79.86,4093
01:04:45,28.44,79.82,4093
01:05:16,28.43,79.85,4092
01:05:47,28.43,79.84,4092
01:06:18,28.43,79.89,4093
01:06:49,28.43,79.92,4093
01:07:20,28.41,79.88,4093
01:07:51,28.43,79.92,4092
01:08:22,28.40,79.90,4092
01:08:53,28.43,79.88,4092
01:09:24,28.46,79.99,4092
01:09:54,28.44,79.96,4092
01:10:25,28.46,79.88,4092
01:10:56,28.46,79.92,4092
01:11:27,28.43,79.85,4092
01:11:58,28.43,79.87,4093
01:12:29,28.44,79.86,4093
01:13:00,28.44,79.93,4092
01:13:31,28.46,80.07,4092
01:14:02,28.45,79.90,4093
01:14:33,28.46,79.99,4092
01:15:04,28.46,79.99,4092
01:15:34,28.46,79.85,4092
01:16:05,28.46,79.84,4093
01:16:36,28.45,79.68,4092
01:17:07,28.44,79.32,4093
01:17:38,28.44,79.02,4088
01:18:09,28.43,78.54,4093
01:18:40,28.44,78.16,4092
01:19:11,28.42,77.59,4092
01:19:42,28.41,77.28,4092
01:20:13,28.41,77.05,4093
01:20:43,28.38,76.64,4093
01:21:14,28.34,76.30,4092
01:21:45,28.31,75.98,4089
01:22:16,28.29,75.97,4092
01:22:47,28.30,75.67,4093
01:23:18,28.30,75.32,4092
01:23:49,28.25,75.14,4092
01:24:20,28.26,74.95,4093
01:24:50,28.23,74.75,4088
01:25:21,28.22,74.35,4093
01:25:52,28.20,74.14,4092
01:26:23,28.19,73.82,4092
01:26:54,28.16,73.75,4092
01:27:25,28.14,73.62,4089
01:27:56,28.12,73.38,4092
01:28:26,28.11,73.46,4092
01:28:57,28.10,73.04,4092
01:29:28,28.10,73.01,4092
01:29:59,28.10,72.86,4092
01:30:30,28.04,72.71,4092
01:31:01,28.07,72.73,4092
01:31:32,28.04,72.54,4092
01:32:03,28.04,72.38,4093
01:32:34,28.00,72.12,4092
01:33:04,27.98,71.94,4092
01:33:35,27.96,71.72,4092
01:34:06,27.95,71.52,4092
01:34:37,27.95,71.52,4093
01:35:08,27.93,71.38,4092
01:35:39,27.91,71.44,4092
01:36:10,27.91,71.23,4092
01:36:41,27.87,71.08,4092
01:37:12,27.86,70.93,4092
01:37:43,27.87,70.82,4093
01:38:13,27.85,70.77,4092
01:38:44,27.80,70.76,4093
01:39:15,27.81,70.59,4089
01:39:46,27.80,70.60,4092
01:40:17,27.79,70.54,4092
01:40:48,27.75,70.34,4089
01:41:19,27.76,70.28,4089
01:41:50,27.73,70.32,4093
01:42:20,27.71,70.39,4092
01:42:51,27.70,70.11,4093
01:43:22,27.70,70.04,4092
01:43:53,27.71,70.02,4092
01:44:24,27.66,69.89,4092
01:44:55,27.69,69.69,4092
01:45:26,27.64,69.65,4093
01:45:57,27.64,69.58,4093
01:46:28,27.61,69.01,4093
01:46:58,27.62,67.67,4093
01:47:29,27.57,66.63,4089
01:48:00,27.55,66.60,4092
01:48:31,27.54,66.52,4092
01:49:02,27.49,66.75,4092
01:49:33,27.46,66.85,4092
01:50:04,27.45,66.90,4092
01:50:35,27.44,67.06,4092
01:51:05,27.41,67.27,4093
01:51:36,27.41,67.23,4092
01:52:07,27.40,67.27,4092
01:52:38,27.36,67.33,4093
01:53:09,27.37,67.47,4092
01:53:40,27.39,67.51,4093
01:54:11,27.35,67.42,4092
01:54:42,27.30,67.46,4092
01:55:13,27.32,67.57,4089
01:55:43,27.30,67.47,4092
01:56:14,27.30,67.42,4093
01:56:45,27.28,67.47,4092
01:57:16,27.26,67.51,4093
01:57:47,27.26,67.48,4093
01:58:18,27.25,67.43,4089
01:58:49,27.25,67.37,4088
01:59:20,27.24,67.37,4092
01:59:51,27.21,67.43,4092
02:00:22,27.18,67.58,4092
02:00:52,27.20,67.66,4093
02:01:23,27.18,67.66,4092
02:01:54,27.17,67.71,4093
02:02:25,27.16,67.58,4093
02:02:56,27.17,67.54,4092
02:03:27,27.14,67.49,4092
02:03:58,27.13,67.48,4092
02:04:29,27.14,67.53,4093
02:05:00,27.11,67.54,4092
02:05:30,27.10,67.62,4093
02:06:01,27.10,67.66,4092
02:06:32,27.10,67.60,4092
02:07:03,27.07,67.55,4088
02:07:34,27.09,67.67,4093
02:08:05,27.09,67.65,4088
02:08:36,27.08,67.66,4089
02:09:07,27.08,67.57,4093
02:09:37,27.06,67.55,4089
02:10:08,27.06,67.52,4093
02:10:39,27.06,67.56,4092
02:11:10,27.03,67.60,4093
02:11:41,27.02,67.62,4089
02:12:12,27.05,67.55,4092
02:12:43,27.02,67.62,4092
02:13:14,26.99,67.65,4093
02:13:45,27.00,67.54,4092
02:14:16,27.00,67.47,4092
02:14:46,26.99,67.49,4092
02:15:17,26.99,67.42,4093
02:15:48,26.97,67.39,4092
02:16:19,26.95,67.36,4092
02:16:50,26.98,67.36,4089
02:17:21,26.96,67.32,4092
02:17:52,26.96,67.22,4089
02:18:23,26.95,66.88,4093
02:18:54,26.91,65.63,4092
02:19:25,26.87,64.64,4092
02:19:56,26.85,64.36,4092
02:20:26,26.83,64.29,4092
02:20:57,26.82,64.30,4089
02:21:28,26.81,64.43,4089
02:21:59,26.77,64.65,4089
02:22:30,26.75,64.79,4092
02:23:01,26.72,64.95,4092
02:23:32,26.73,65.06,4092
02:24:03,26.73,65.10,4092
02:24:34,26.73,65.17,4092
02:25:05,26.70,65.28,4092
02:25:35,26.71,65.33,4093
02:26:06,26.68,65.46,4092
02:26:37,26.68,65.48,4088
02:27:08,26.68,65.51,4092
02:27:39,26.67,65.61,4093
02:28:10,26.64,65.74,4088
02:28:41,26.66,65.81,4092
02:29:12,26.64,65.89,4089
02:29:42,26.65,65.97,4092
02:30:13,26.63,66.01,4092
02:30:44,26.63,66.02,4092
02:31:15,26.63,66.02,4088
02:31:46,26.63,66.10,4093
02:32:17,26.65,66.09,4089
02:32:48,26.63,65.97,4092
02:33:19,26.62,65.95,4092
02:33:50,26.61,65.89,4089
02:34:21,26.61,65.95,4089
02:34:51,26.60,65.94,4092
02:35:22,26.59,65.97,4093
02:35:53,26.56,65.90,4092
02:36:24,26.60,65.91,4089
02:36:55,26.60,65.84,4088
02:37:26,26.57,65.83,4092
02:37:57,26.54,65.81,4092
02:38:28,26.55,65.86,4092
02:38:58,26.55,65.88,4092
02:39:29,26.54,65.76,4093
02:40:00,26.53,65.77,4089
02:40:31,26.53,65.75,4093
02:41:02,26.54,65.78,4092
02:41:33,26.53,65.82,4088
02:42:04,26.51,65.91,4088
