time,temperature,humidity,vbat_mV
00:04:34,28.9,74,4084
00:09:41,28.6,66,4084
00:14:48,28.1,60,4084
00:19:54,27.8,59,4084
00:25:01,27.6,60,4076
00:30:08,27.5,61,4084
00:35:15,27.3,62,4076
00:40:22,27.2,63,4084
00:45:29,27.0,63,4076
00:50:36,26.9,63,4076
00:55:43,26.7,61,4084
01:00:50,26.6,62,4084
01:05:56,26.5,63,4084
01:11:03,26.5,63,4084
01:16:10,26.3,63,4076
01:21:17,26.3,63,4076
01:26:24,26.2,61,4084
01:31:31,26.1,62,4084
01:36:38,26.0,62,4084
01:41:45,25.9,62,4084
01:46:51,25.9,63,4076
01:51:58,25.9,63,4076
01:57:05,25.8,61,4076
02:02:12,25.7,61,4076
02:07:19,25.6,62,4076
02:12:26,25.6,62,4076
02:17:33,25.6,63,4076
02:22:40,25.5,63,4076
02:27:46,25.5,63,4076
02:32:53,25.4,61,4076
02:38:00,25.4,62,4076
02:43:07,25.3,62,4076
02:48:14,25.3,62,4076
02:53:21,25.3,63,4076
02:58:28,25.3,63,4076
03:03:35,25.2,60,4076
03:08:41,25.1,62,4076
03:13:49,25.1,62,4076
03:18:55,25.1,62,4076
03:24:02,25.1,62,4076
03:29:09,25.1,63,4076
03:34:16,25.0,60,4076
03:39:23,25.0,61,4076
03:44:30,24.9,62,4076
03:49:37,24.9,62,4076
03:54:43,24.9,62,4076
03:59:50,24.9,62,4076
04:04:57,24.9,63,4076
04:10:04,25.0,64,4076
04:15:11,25.2,65,4076
04:20:18,25.2,66,4084
04:25:25,25.3,67,4076
04:30:31,25.4,67,4076
04:35:38,25.5,68,4076
04:40:45,25.6,68,4076
04:45:52,25.7,69,4076
04:50:59,25.8,69,4076
04:56:06,25.8,69,4076
05:01:13,25.9,69,4076
05:06:20,26.0,70,4076
05:11:27,26.0,70,4076
05:16:33,26.1,70,4076
05:21:40,26.1,70,4076
05:26:47,26.2,71,4076
05:31:54,26.2,71,4076
05:37:01,26.3,71,4076
05:42:08,26.3,71,4076
05:47:15,26.3,71,4076
05:52:22,26.4,72,4076
05:57:29,26.4,72,4076
06:02:35,26.4,72,4076
06:07:42,26.5,72,4076
06:12:49,26.5,72,4076
06:17:56,26.5,72,4076
06:23:03,26.5,73,4076
06:28:10,26.6,73,4076
06:33:17,26.6,73,4076
06:38:24,26.6,73,4076
06:43:31,26.6,73,4076
06:48:38,26.7,74,4076
06:53:44,26.7,74,4076
06:58:51,26.7,74,4076
07:03:58,26.7,74,4076
07:09:05,26.8,75,4076
07:14:12,26.8,75,4076
07:19:19,26.8,75,4076
07:24:26,26.9,75,4076
07:29:33,26.9,75,4076
07:34:40,26.9,75,4076
07:39:47,27.0,75,4076
07:44:53,27.0,75,4076
07:50:00,27.1,75,4076
07:55:07,27.2,75,4076
08:00:14,27.2,75,4076
08:05:21,27.3,75,4076
08:10:28,27.4,75,4076
08:15:35,27.5,75,4076
08:20:42,27.6,76,4076
08:25:49,27.7,76,4076
08:30:56,27.8,76,4076
08:36:02,27.9,76,4076
08:41:09,28.0,75,4076
08:46:16,28.1,75,4076
08:51:23,28.2,75,4076
08:56:30,28.3,76,4076
09:01:37,28.1,65,4076
09:06:44,27.9,59,4076
09:11:51,27.7,61,4076
09:16:58,27.7,65,4076
09:22:05,27.7,68,4076
09:27:12,27.7,67,4076
09:32:19,27.8,67,4076
09:37:25,27.7,67,4076
09:42:32,27.7,64,4076
09:47:39,27.7,65,4076
09:52:46,27.7,65,4076
09:57:53,27.7,66,4076
10:03:00,27.7,66,4076
10:08:07,27.7,66,4076
10:13:14,27.7,65,4076
10:18:21,27.7,65,4076
10:23:28,27.8,66,4076
10:28:35,27.8,66,4076
10:33:42,27.8,65,4076
10:38:49,27.8,66,4076
10:43:55,27.9,66,4076
10:49:02,27.8,64,4076
10:54:09,27.8,64,4076
10:59:16,27.9,65,4076
11:04:23,27.9,65,4076
11:09:30,28.0,65,4076
11:14:37,28.0,65,4076
