time,temperature,humidity,vbat_mV
00:04:23,27.8,82,4022
00:09:30,27.8,82,4022
00:14:37,27.7,82,4022
00:19:43,27.6,82,4022
00:24:50,27.6,82,4022
00:29:56,27.6,82,4022
00:35:03,27.5,83,4022
00:40:10,27.1,74,4022
00:45:17,26.6,66,4022
00:50:23,26.3,64,4022
00:55:30,26.1,65,4022
01:00:36,26.0,66,4022
01:05:43,25.9,67,4022
01:10:50,25.8,67,4022
01:15:57,25.7,67,4022
01:21:03,25.6,67,4022
01:26:10,25.4,64,4022
01:31:16,25.4,65,4022
01:36:23,25.3,65,4022
01:41:29,25.2,66,4022
01:46:36,25.1,66,4022
01:51:43,25.1,66,4022
01:56:49,24.9,63,4022
02:01:56,24.9,64,4022
02:07:03,24.9,65,4022
02:12:09,24.8,65,4022
02:17:16,24.8,65,4022
02:22:23,24.7,65,4022
02:27:29,24.7,62,4022
02:32:36,24.6,63,4022
02:37:43,24.5,64,4022
02:42:49,24.5,64,4022
02:47:56,24.5,64,4022
02:53:03,24.5,64,4022
02:58:09,24.4,63,4022
03:03:16,24.4,65,4022
03:08:23,24.5,69,4022
03:13:30,24.6,72,4022
03:18:36,24.7,74,4022
03:23:43,24.7,75,4022
03:28:50,24.8,76,4022
03:33:56,24.9,77,4022
03:39:03,24.9,77,4022
03:44:09,25.0,78,4022
03:49:16,25.1,78,4022
03:54:23,25.1,79,4022
03:59:29,25.2,80,4022
04:04:36,25.3,80,4022
04:09:43,25.4,80,4022
04:14:49,25.4,79,4022
04:19:56,25.4,79,4022
04:25:03,25.4,79,4022
04:30:10,25.5,79,4022
04:35:16,25.5,79,4022
04:40:23,25.5,79,4022
04:45:29,25.6,79,4022
04:50:36,25.6,79,4022
04:55:43,25.6,79,4022
05:00:49,25.6,79,4022
05:05:56,25.6,79,4022
05:11:03,25.7,79,4022
05:16:09,25.7,79,4022
05:21:16,25.7,80,4022
05:26:23,25.7,80,4022
05:31:29,25.8,80,4022
05:36:36,25.8,80,4022
05:41:43,25.8,80,4022
05:46:49,25.8,81,4022
05:51:56,25.8,81,4022
05:57:03,25.8,81,4022
06:02:09,25.9,81,4022
06:07:16,25.9,81,4022
06:12:23,25.9,81,4022
06:17:29,25.9,81,4022
06:22:36,25.9,82,4022
06:27:42,25.9,82,4022
06:32:49,25.9,82,4022
06:37:56,26.0,82,4022
06:43:03,26.0,82,4022
06:48:09,26.0,82,4022
06:53:16,26.0,82,4022
06:58:23,26.0,83,4022
07:03:30,26.0,83,4022
07:08:36,26.0,83,4022
07:13:43,26.0,83,4022
07:18:49,26.0,83,4022
07:23:56,26.0,83,4022
07:29:03,26.1,83,4022
07:34:10,26.0,83,4022
07:39:16,26.1,83,4022
07:44:23,26.1,83,4022
07:49:30,26.1,83,4022
07:54:36,26.1,84,4022
07:59:43,26.1,84,4022
08:04:50,26.2,84,4022
08:09:56,26.2,84,4022
08:15:03,26.2,84,4022
08:20:10,26.2,84,4022
08:25:16,26.3,85,4022
08:30:23,26.3,85,4022
08:35:30,26.3,85,4022
08:40:36,26.3,86,4022
08:45:43,26.4,86,4022
08:50:50,26.4,86,4022
08:55:57,26.4,85,4022
09:01:03,26.4,85,4022
09:06:10,26.5,85,4022
09:11:16,26.5,84,4022
09:16:23,26.6,84,4022
09:21:30,26.7,86,4022
09:26:37,26.8,86,4022
09:31:43,27.0,85,4022
09:36:50,27.0,84,4022
09:41:57,27.1,85,4022
09:47:04,27.2,85,4022
