time,temperature,humidity,vbat_mV
00:03:40,26.7,66,3951
00:08:47,26.7,66,3951
00:13:53,26.6,66,3951
00:19:00,26.6,66,3951
00:24:07,26.4,66,3951
00:29:13,26.2,65,3951
00:34:20,26.2,65,3951
00:39:27,26.1,65,3951
00:44:34,26.2,65,3951
00:49:40,26.1,65,3951
00:54:47,26.0,65,3951
00:59:54,25.8,64,3951
01:05:01,25.7,65,3951
01:10:07,25.9,69,3951
01:15:14,26.1,71,3951
01:20:21,26.2,74,3951
01:25:28,26.2,75,3951
01:30:34,26.3,77,3951
01:35:41,26.4,78,3951
01:40:48,26.4,78,3951
01:45:55,26.4,79,3951
01:51:01,26.4,80,3951
01:56:08,26.5,80,3951
02:01:15,26.5,80,3951
02:06:21,26.5,81,3951
02:11:28,26.6,81,3951
02:16:35,26.4,77,3951
02:21:42,25.5,68,3951
02:26:49,25.1,64,3951
02:31:55,25.2,65,3951
02:37:02,25.3,66,3951
02:42:09,25.2,66,3951
02:47:15,25.2,66,3951
02:52:22,25.2,66,3951
02:57:29,25.2,66,3951
03:02:36,24.9,64,3951
03:07:42,24.9,64,3951
03:12:49,24.9,65,3951
03:17:56,24.9,65,3951
03:23:03,24.9,65,3951
03:28:09,24.9,65,3951
03:33:16,24.6,63,3951
03:38:23,24.7,63,3951
03:43:30,24.7,64,3951
03:48:36,24.7,64,3951
03:53:43,24.7,64,3951
03:58:50,24.6,64,3951
04:03:57,24.9,65,3951
04:09:03,25.1,66,3951
04:14:10,25.2,67,3951
04:19:17,25.3,68,3951
04:24:24,25.4,69,3951
04:29:30,25.5,70,3951
04:34:37,25.6,70,3951
04:39:44,25.7,71,3951
04:44:51,25.7,71,3951
04:49:57,25.7,71,3951
04:55:04,25.8,72,3951
05:00:11,25.9,72,3951
05:05:18,25.9,72,3951
05:10:24,25.9,73,3951
05:15:31,26.0,73,3951
05:20:38,26.0,74,3951
05:25:45,26.0,74,3951
05:30:51,26.0,75,3951
05:35:58,26.1,76,3951
05:41:05,26.1,76,3951
05:46:12,26.1,76,3951
05:51:19,26.2,77,3951
05:56:25,26.3,77,3951
06:01:32,26.3,77,3951
06:06:39,26.3,78,3951
06:11:46,26.3,78,3951
06:16:52,26.4,78,3951
06:21:59,26.4,78,3951
06:27:06,26.4,79,3951
06:32:12,26.4,79,3951
06:37:19,26.5,80,3951
06:42:26,26.5,79,3951
06:47:33,26.5,79,3951
06:52:39,26.6,80,3951
06:57:46,26.6,80,3951
07:02:53,26.6,80,3951
07:08:00,26.6,80,3943
07:13:07,26.7,80,3951
07:18:14,26.7,80,3951
07:23:21,26.7,80,3951
07:28:28,26.7,81,3951
07:33:34,26.7,80,3951
07:38:41,26.7,80,3951
07:43:48,26.7,80,3951
07:48:54,26.7,80,3951
07:54:01,26.7,80,3951
07:59:08,26.7,80,3951
08:04:15,26.7,80,3951
08:09:21,26.7,80,3951
08:14:28,26.7,80,3951
08:19:35,26.7,80,3951
08:24:42,26.7,80,3951
08:29:49,26.7,80,3951
08:34:55,26.7,81,3951
08:40:02,26.7,81,3951
08:45:09,26.7,81,3951
08:50:16,26.7,81,3951
08:55:23,26.7,81,3951
09:00:29,26.7,81,3951
09:05:36,26.7,81,3951
09:10:43,26.7,81,3951
09:15:50,26.7,81,3951
09:20:56,26.7,81,3951
09:26:03,26.7,81,3951
09:31:10,26.7,81,3951
09:36:17,26.7,81,3951
09:41:24,26.7,83,3951
09:46:30,26.7,83,3951
09:51:37,26.8,83,3951
09:56:44,26.7,83,3943
10:01:51,26.7,82,3943
10:06:58,26.7,82,3951
10:12:04,26.7,82,3951
10:17:11,26.7,82,3951
10:22:18,26.7,82,3951
10:27:25,26.7,82,3951
10:32:31,26.7,82,3951
10:37:38,26.7,82,3951
10:42:45,26.7,82,3951
10:47:51,26.7,82,3943
10:52:58,26.7,82,3951
10:58:05,26.7,82,3951
11:03:12,26.7,82,3951
11:08:19,26.7,82,3951
11:13:25,26.7,82,3951
11:18:32,26.7,82,3951
11:23:39,26.7,82,3951
11:28:46,26.7,82,3943
11:33:52,26.8,82,3943
11:38:59,26.8,82,3951
11:44:06,26.7,82,3951
11:49:13,26.8,82,3951
11:54:19,26.8,82,3951
11:59:26,26.8,82,3951
12:04:33,26.9,82,3951
12:09:40,26.9,82,3943
12:14:46,26.9,82,3943
12:19:53,27.0,82,3943
12:25:00,27.0,82,3951
12:30:07,27.0,82,3951
12:35:13,27.0,82,3951
12:40:20,27.1,82,3943
12:45:27,27.1,82,3951
12:50:34,27.1,82,3943
12:55:41,27.2,83,3951
13:00:47,27.2,83,3943
13:05:54,27.3,83,3943
13:11:01,27.3,83,3951
13:16:08,27.3,83,3943
13:21:15,27.4,83,3951
13:26:21,27.4,83,3951
13:31:28,27.5,83,3951
13:36:35,27.5,83,3943
13:41:41,27.5,83,3951
13:46:48,27.6,83,3943
13:51:55,27.6,83,3943
13:57:02,27.6,83,3951
14:02:09,27.7,83,3943
14:07:15,27.7,83,3943
14:12:22,27.7,83,3951
14:17:29,27.7,83,3943
14:22:36,27.8,83,3943
14:27:43,27.8,83,3943
14:32:49,27.8,83,3951
14:37:56,27.8,83,3943
14:43:03,27.8,83,3943
14:48:10,27.8,83,3951
14:53:16,27.8,83,3943
14:58:23,27.8,83,3943
15:03:30,27.8,83,3951
15:08:37,27.8,83,3943
15:13:44,27.7,83,3943
15:18:50,27.8,83,3943
15:23:57,27.8,83,3951
15:29:04,27.8,83,3943
15:34:11,27.7,83,3943
15:39:18,27.7,83,3943
15:44:25,27.7,83,3943
15:49:31,27.7,83,3951
15:54:38,27.7,83,3951
15:59:45,27.7,83,3943
16:04:52,27.7,83,3943
16:09:58,27.7,83,3943
16:15:05,27.6,83,3943
16:20:12,27.6,83,3943
16:25:19,27.6,83,3951
16:30:25,27.6,83,3943
16:35:32,27.6,83,3943
16:40:39,27.6,83,3943
16:45:46,27.6,83,3943
16:50:53,27.6,83,3943
16:56:00,27.6,83,3943
17:01:06,27.5,83,3943
17:06:13,27.5,83,3943
17:11:20,27.5,83,3943
17:16:27,27.5,83,3951
17:21:33,27.5,83,3943
17:26:40,27.4,83,3943
17:31:47,27.4,83,3951
17:36:54,27.4,84,3943
17:42:00,27.4,84,3951
17:47:07,27.4,83,3943
17:52:14,27.4,83,3943
17:57:21,27.4,84,3943
18:02:28,27.5,85,3943
18:07:35,27.5,85,3943
18:12:41,27.5,85,3943
18:17:48,27.5,84,3943
18:22:55,27.6,85,3943
18:28:02,27.6,84,3943
18:33:09,27.6,84,3943
18:38:15,27.6,84,3943
18:43:22,27.7,84,3943
18:48:29,27.7,84,3943
18:53:36,27.7,84,3943
18:58:42,27.7,84,3943
19:03:49,27.7,84,3943
19:08:56,27.8,84,3943
19:14:03,27.8,83,3943
19:19:10,27.8,83,3943
19:24:16,27.8,84,3943
19:29:23,27.8,84,3943
19:34:30,27.9,84,3943
19:39:37,27.9,84,3943
19:44:44,27.9,84,3943
19:49:50,27.9,84,3943
19:54:57,27.9,84,3943
20:00:04,27.9,84,3943
20:05:11,28.0,84,3943
20:10:17,28.0,84,3943
20:15:24,28.0,84,3943
20:20:31,28.0,84,3943
20:25:38,28.0,84,3943
20:30:45,28.1,84,3943
20:35:52,28.1,84,3943
20:40:58,28.1,84,3943
20:46:05,28.2,84,3943
20:51:12,28.1,84,3943
20:56:19,28.2,84,3943
21:01:26,28.2,84,3943
21:06:33,28.2,84,3943
21:11:39,28.2,83,3943
21:16:46,28.2,83,3943
21:21:53,28.2,83,3943
21:27:00,28.2,83,3943
21:32:07,28.2,83,3943
21:37:13,28.2,83,3943
21:42:20,28.2,83,3943
21:47:27,28.2,83,3943
21:52:34,28.3,83,3943
21:57:41,28.2,83,3943
22:02:48,28.2,83,3943
22:07:54,28.2,83,3943
22:13:01,28.2,83,3943
22:18:08,28.2,83,3943
22:23:15,28.2,84,3943
22:28:22,28.2,83,3943
22:33:28,28.1,83,3943
22:38:35,28.1,83,3943
22:43:42,28.0,83,3943
22:48:49,28.0,83,3943
22:53:55,27.9,83,3943
22:59:02,27.9,84,3943
23:04:09,27.8,84,3943
23:09:16,27.8,84,3943
23:14:23,27.8,84,3943
23:19:29,27.8,84,3943
23:24:36,27.8,84,3943
23:29:43,27.8,84,3943
23:34:50,27.7,84,3943
23:39:57,27.7,84,3943
23:45:03,27.7,84,3943
23:50:10,27.7,85,3943
23:55:17,27.7,85,3943
