Timestamp(ms),Current(uA),D0-D7
288.74,3.095,10000000
288.75,3.139,10000000
288.76,3.227,10000000
288.77,3.095,10000000
288.78,3.051,10000000
288.79,3.051,10000000
288.8,3.095,10000000
288.81,2.964,10000000
288.82,3.051,10000000
288.83,3.051,10000000
288.84,3.139,10000000
288.85,3.051,10000000
288.86,2.964,10000000
288.87,3.095,10000000
288.88,3.095,10000000
288.89,3.051,10000000
288.9,3.139,10000000
288.91,3.007,10000000
288.92,3.051,10000000
288.93,3.051,10000000
288.94,2.964,10000000
288.95,3.095,10000000
288.96,3.183,10000000
288.97,3.095,10000000
288.98,3.139,10000000
288.99,3.139,10000000
289,3.095,10000000
289.01,3.139,10000000
289.02,3.095,10000000
289.03,3.051,10000000
289.04,3.139,10000000
289.05,3.095,10000000
289.06,3.139,10000000
289.07,3.183,10000000
289.08,3.139,10000000
289.09,3.007,10000000
289.1,3.315,10000000
289.11,3.051,10000000
289.12,3.007,10000000
289.13,3.007,10000000
289.14,3.095,10000000
289.15,3.007,10000000
289.16,3.051,10000000
289.17,3.007,10000000
289.18,3.007,10000000
289.19,2.964,10000000
289.2,3.139,10000000
289.21,3.095,10000000
289.22,3.007,10000000
289.23,3.007,10000000
289.24,3.139,10000000
289.25,3.051,10000000
289.26,2.92,10000000
289.27,3.007,10000000
289.28,2.92,10000000
289.29,2.964,10000000
289.3,2.876,10000000
289.31,2.964,10000000
289.32,2.964,10000000
289.33,2.92,10000000
289.34,3.051,10000000
289.35,3.183,10000000
289.36,2.876,10000000
289.37,3.007,10000000
289.38,2.832,10000000
289.39,3.007,10000000
289.4,2.92,10000000
289.41,2.964,10000000
289.42,3.095,10000000
289.43,3.139,10000000
289.44,3.095,10000000
289.45,3.051,10000000
289.46,3.139,10000000
289.47,3.139,10000000
289.48,3.095,10000000
289.49,3.095,10000000
289.5,3.051,10000000
289.51,3.007,10000000
289.52,3.007,10000000
289.53,3.007,10000000
289.54,2.964,10000000
289.55,2.92,10000000
289.56,2.964,10000000
289.57,2.964,10000000
289.58,3.139,10000000
289.59,2.964,10000000
289.6,2.92,10000000
289.61,3.007,10000000
289.62,2.92,10000000
289.63,3.095,10000000
289.64,3.007,10000000
289.65,3.007,10000000
289.66,3.007,10000000
289.67,3.007,10000000
289.68,3.139,10000000
289.69,3.051,10000000
289.7,3.051,10000000
289.71,2.964,10000000
289.72,3.051,10000000
289.73,2.964,10000000
289.74,3.051,10000000
289.75,3.139,10000000
289.76,3.139,10000000
289.77,3.183,10000000
289.78,3.095,10000000
289.79,2.92,10000000
289.8,3.095,10000000
289.81,3.007,10000000
289.82,3.095,10000000
289.83,3.095,10000000
289.84,3.095,10000000
289.85,3.007,10000000
289.86,3.095,10000000
289.87,3.007,10000000
289.88,3.227,10000000
289.89,3.007,10000000
289.9,3.051,10000000
289.91,3.183,10000000
289.92,2.964,10000000
289.93,3.051,10000000
289.94,3.007,10000000
289.95,3.139,10000000
289.96,3.007,10000000
289.97,3.095,10000000
289.98,3.051,10000000
289.99,3.007,10000000
290,3.007,10000000
290.01,3.007,10000000
290.02,3.007,10000000
290.03,3.095,10000000
290.04,3.139,10000000
290.05,3.095,10000000
290.06,3.139,10000000
290.07,3.051,10000000
290.08,2.964,10000000
290.09,3.139,10000000
290.1,3.095,10000000
290.11,3.227,10000000
290.12,3.139,10000000
290.13,3.051,10000000
290.14,3.183,10000000
290.15,3.227,10000000
290.16,3.051,10000000
290.17,2.964,10000000
290.18,2.964,10000000
290.19,3.007,10000000
290.2,2.92,10000000
290.21,2.964,10000000
290.22,3.007,10000000
290.23,3.095,10000000
290.24,3.051,10000000
290.25,3.007,10000000
290.26,2.964,10000000
290.27,3.095,10000000
290.28,3.051,10000000
290.29,3.095,10000000
290.3,3.007,10000000
290.31,3.007,10000000
290.32,3.007,10000000
290.33,3.139,10000000
290.34,2.92,10000000
290.35,3.007,10000000
290.36,3.007,10000000
290.37,3.007,10000000
290.38,2.964,10000000
290.39,3.007,10000000
290.4,3.095,10000000
290.41,2.964,10000000
290.42,3.227,10000000
290.43,3.139,10000000
290.44,3.183,10000000
290.45,3.183,10000000
290.46,3.139,10000000
290.47,3.095,10000000
290.48,3.007,10000000
290.49,3.051,10000000
290.5,3.139,10000000
290.51,3.051,10000000
290.52,3.095,10000000
290.53,3.007,10000000
290.54,2.832,10000000
290.55,2.964,10000000
290.56,2.92,10000000
290.57,2.964,10000000
290.58,3.095,10000000
290.59,3.095,10000000
290.6,3.095,10000000
290.61,2.92,10000000
290.62,2.964,10000000
290.63,3.007,10000000
290.64,3.007,10000000
290.65,3.095,10000000
290.66,2.92,10000000
290.67,2.964,10000000
290.68,2.92,10000000
290.69,3.139,10000000
290.7,3.007,10000000
290.71,3.007,10000000
290.72,3.095,10000000
290.73,2.92,10000000
290.74,3.139,10000000
290.75,3.051,10000000
290.76,3.051,10000000
290.77,3.051,10000000
290.78,3.139,10000000
290.79,3.095,10000000
290.8,3.139,10000000
290.81,3.139,10000000
290.82,3.007,10000000
290.83,3.007,10000000
290.84,3.139,10000000
290.85,3.051,10000000
290.86,3.007,10000000
290.87,3.095,10000000
290.88,3.139,10000000
290.89,3.007,10000000
290.9,3.095,10000000
290.91,3.051,10000000
290.92,3.007,10000000
290.93,2.832,10000000
290.94,2.92,10000000
290.95,2.876,10000000
290.96,2.92,10000000
290.97,2.964,10000000
290.98,3.007,10000000
290.99,2.92,10000000
291,2.876,10000000
291.01,2.964,10000000
291.02,3.007,10000000
291.03,2.744,10000000
291.04,2.92,10000000
291.05,3.051,10000000
291.06,2.964,10000000
291.07,2.92,10000000
291.08,3.139,10000000
291.09,2.964,10000000
291.1,3.095,10000000
291.11,2.964,10000000
291.12,2.964,10000000
291.13,3.051,10000000
291.14,3.007,10000000
291.15,3.139,10000000
291.16,3.139,10000000
291.17,3.227,10000000
291.18,3.095,10000000
291.19,3.139,10000000
291.2,3.095,10000000
291.21,3.183,10000000
291.22,2.964,10000000
291.23,3.095,10000000
291.24,3.007,10000000
291.25,3.051,10000000
291.26,3.095,10000000
291.27,3.007,10000000
291.28,3.051,10000000
291.29,3.007,10000000
291.3,3.095,10000000
291.31,3.007,10000000
291.32,3.051,10000000
291.33,2.964,10000000
291.34,3.051,10000000
291.35,3.051,10000000
291.36,3.051,10000000
291.37,2.964,10000000
291.38,3.095,10000000
291.39,3.007,10000000
291.4,3.095,10000000
291.41,3.007,10000000
291.42,3.051,10000000
291.43,3.095,10000000
291.44,2.964,10000000
291.45,3.051,10000000
291.46,3.051,10000000
291.47,2.832,10000000
291.48,3.051,10000000
291.49,3.007,10000000
291.5,2.964,10000000
291.51,3.139,10000000
291.52,3.051,10000000
291.53,3.183,10000000
291.54,3.095,10000000
291.55,3.007,10000000
291.56,3.095,10000000
291.57,2.92,10000000
291.58,2.876,10000000
291.59,3.051,10000000
291.6,3.051,10000000
291.61,3.051,10000000
291.62,3.139,10000000
291.63,3.007,10000000
291.64,2.92,10000000
291.65,3.051,10000000
291.66,3.183,10000000
291.67,2.92,10000000
291.68,3.183,10000000
291.69,3.139,10000000
291.7,2.92,10000000
291.71,2.964,10000000
291.72,2.964,10000000
291.73,3.007,10000000
291.74,2.876,10000000
291.75,2.92,10000000
291.76,3.139,10000000
291.77,3.051,10000000
291.78,3.051,10000000
291.79,3.139,10000000
291.8,3.227,10000000
291.81,3.007,10000000
291.82,2.964,10000000
291.83,3.095,10000000
291.84,3.095,10000000
291.85,3.095,10000000
291.86,2.92,10000000
291.87,3.007,10000000
291.88,3.051,10000000
291.89,2.964,10000000
291.9,3.095,10000000
291.91,3.051,10000000
291.92,3.007,10000000
291.93,3.095,10000000
291.94,3.183,10000000
291.95,3.095,10000000
291.96,3.183,10000000
291.97,3.139,10000000
291.98,3.183,10000000
291.99,2.92,10000000
292,3.139,10000000
292.01,2.964,10000000
292.02,3.051,10000000
292.03,3.007,10000000
292.04,2.964,10000000
292.05,3.007,10000000
292.06,3.095,10000000
292.07,2.92,10000000
292.08,3.095,10000000
292.09,3.139,10000000
292.1,2.964,10000000
292.11,3.007,10000000
292.12,2.964,10000000
292.13,3.051,10000000
292.14,3.007,10000000
292.15,2.92,10000000
292.16,3.051,10000000
292.17,3.007,10000000
292.18,3.051,10000000
292.19,3.095,10000000
292.2,3.183,10000000
292.21,3.183,10000000
292.22,3.051,10000000
292.23,3.051,10000000
292.24,2.832,10000000
292.25,3.007,10000000
292.26,2.964,10000000
292.27,2.876,10000000
292.28,3.051,10000000
292.29,3.095,10000000
292.3,2.964,10000000
292.31,3.051,10000000
292.32,3.139,10000000
292.33,3.051,10000000
292.34,2.832,10000000
292.35,3.095,10000000
292.36,3.183,10000000
292.37,3.139,10000000
292.38,3.051,10000000
292.39,3.227,10000000
292.4,2.964,10000000
292.41,3.007,10000000
292.42,3.139,10000000
292.43,2.92,10000000
292.44,2.92,10000000
292.45,3.139,10000000
292.46,3.139,10000000
292.47,3.095,10000000
292.48,3.051,10000000
292.49,3.227,10000000
292.5,3.051,10000000
292.51,2.92,10000000
292.52,3.095,10000000
292.53,3.183,10000000
292.54,2.876,10000000
292.55,3.139,10000000
292.56,3.227,10000000
292.57,3.139,10000000
292.58,3.139,10000000
292.59,3.095,10000000
292.6,3.139,10000000
292.61,3.051,10000000
292.62,2.964,10000000
292.63,3.051,10000000
292.64,2.92,10000000
292.65,2.92,10000000
292.66,2.964,10000000
292.67,3.051,10000000
292.68,2.964,10000000
292.69,2.964,10000000
292.7,3.095,10000000
292.71,2.7,10000000
292.72,3.051,10000000
292.73,3.051,10000000
292.74,3.139,10000000
292.75,3.007,10000000
292.76,2.92,10000000
292.77,2.92,10000000
292.78,2.876,10000000
292.79,3.051,10000000
292.8,3.183,10000000
292.81,3.183,10000000
292.82,3.315,10000000
292.83,3.095,10000000
292.84,3.007,10000000
292.85,3.183,10000000
292.86,3.139,10000000
292.87,3.007,10000000
292.88,3.051,10000000
292.89,3.051,10000000
292.9,3.051,10000000
292.91,3.095,10000000
292.92,3.095,10000000
292.93,3.139,10000000
292.94,3.051,10000000
292.95,3.051,10000000
292.96,2.964,10000000
292.97,2.92,10000000
292.98,2.92,10000000
292.99,3.007,10000000
293,3.095,10000000
293.01,3.051,10000000
293.02,3.095,10000000
293.03,3.227,10000000
293.04,3.095,10000000
293.05,3.183,10000000
293.06,3.051,10000000
293.07,2.876,10000000
293.08,3.007,10000000
293.09,2.876,10000000
293.1,2.92,10000000
293.11,3.183,10000000
293.12,2.92,10000000
293.13,2.964,10000000
293.14,3.051,10000000
293.15,2.92,10000000
293.16,3.007,10000000
293.17,3.095,10000000
293.18,2.92,10000000
293.19,3.007,10000000
293.2,3.007,10000000
293.21,3.139,10000000
293.22,3.139,10000000
293.23,2.964,10000000
293.24,3.051,10000000
293.25,3.095,10000000
293.26,3.007,10000000
293.27,3.183,10000000
293.28,3.051,10000000
293.29,3.095,10000000
293.3,3.007,10000000
293.31,3.227,10000000
293.32,3.095,10000000
293.33,3.051,10000000
293.34,2.876,10000000
293.35,2.964,10000000
293.36,3.095,10000000
293.37,3.139,10000000
293.38,3.139,10000000
293.39,3.051,10000000
293.4,3.051,10000000
293.41,2.92,10000000
293.42,2.92,10000000
293.43,3.051,10000000
293.44,3.007,10000000
293.45,3.183,10000000
293.46,3.007,10000000
293.47,3.007,10000000
293.48,3.139,10000000
293.49,3.095,10000000
293.5,3.095,10000000
293.51,3.095,10000000
293.52,3.095,10000000
293.53,3.183,10000000
293.54,3.007,10000000
293.55,3.095,10000000
293.56,3.095,10000000
293.57,2.964,10000000
293.58,3.051,10000000
293.59,3.007,10000000
293.6,2.92,10000000
293.61,3.095,10000000
293.62,2.964,10000000
293.63,3.139,10000000
293.64,3.227,10000000
293.65,3.051,10000000
293.66,3.007,10000000
293.67,2.92,10000000
293.68,3.051,10000000
293.69,3.139,10000000
293.7,3.007,10000000
293.71,3.139,10000000
293.72,3.051,10000000
293.73,3.007,10000000
293.74,3.051,10000000
293.75,3.051,10000000
293.76,2.964,10000000
293.77,2.876,10000000
293.78,3.139,10000000
293.79,2.876,10000000
293.8,3.139,10000000
293.81,3.051,10000000
293.82,3.007,10000000
293.83,2.92,10000000
293.84,3.139,10000000
293.85,3.007,10000000
293.86,3.051,10000000
293.87,3.139,10000000
293.88,3.007,10000000
293.89,3.007,10000000
293.9,3.007,10000000
293.91,2.92,10000000
293.92,2.92,10000000
293.93,2.964,10000000
293.94,2.964,10000000
293.95,3.007,10000000
293.96,3.007,10000000
293.97,3.007,10000000
293.98,3.051,10000000
293.99,3.139,10000000
294,3.051,10000000
294.01,3.051,10000000
294.02,3.183,10000000
294.03,3.007,10000000
294.04,3.139,10000000
294.05,3.183,10000000
294.06,3.007,10000000
294.07,2.92,10000000
294.08,3.139,10000000
294.09,3.139,10000000
294.1,3.051,10000000
294.11,2.876,10000000
294.12,3.007,10000000
294.13,3.095,10000000
294.14,2.92,10000000
294.15,3.051,10000000
294.16,3.051,10000000
294.17,3.051,10000000
294.18,3.051,10000000
294.19,3.051,10000000
294.2,3.315,10000000
294.21,3.095,10000000
294.22,3.139,10000000
294.23,3.139,10000000
294.24,3.007,10000000
294.25,3.051,10000000
294.26,3.095,10000000
294.27,2.964,10000000
294.28,2.92,10000000
294.29,3.007,10000000
294.3,2.92,10000000
294.31,3.051,10000000
294.32,3.051,10000000
294.33,3.051,10000000
294.34,2.876,10000000
294.35,3.007,10000000
294.36,3.051,10000000
294.37,3.051,10000000
294.38,2.92,10000000
294.39,3.139,10000000
294.4,3.139,10000000
294.41,3.051,10000000
294.42,3.051,10000000
294.43,3.007,10000000
294.44,2.964,10000000
294.45,3.139,10000000
294.46,3.007,10000000
294.47,3.007,10000000
294.48,2.964,10000000
294.49,3.051,10000000
294.5,3.007,10000000
294.51,2.964,10000000
294.52,3.095,10000000
294.53,3.051,10000000
294.54,3.139,10000000
294.55,3.183,10000000
294.56,3.051,10000000
294.57,3.007,10000000
294.58,3.139,10000000
294.59,3.007,10000000
294.6,3.007,10000000
294.61,3.139,10000000
294.62,3.007,10000000
294.63,3.007,10000000
294.64,2.92,10000000
294.65,3.007,10000000
294.66,2.92,10000000
294.67,3.095,10000000
294.68,2.92,10000000
294.69,2.964,10000000
294.7,3.007,10000000
294.71,3.007,10000000
294.72,3.007,10000000
294.73,2.92,10000000
294.74,3.139,10000000
294.75,3.139,10000000
294.76,3.139,10000000
294.77,3.007,10000000
294.78,3.139,10000000
294.79,3.139,10000000
294.8,3.051,10000000
294.81,3.051,10000000
294.82,3.007,10000000
294.83,3.095,10000000
294.84,3.095,10000000
294.85,3.095,10000000
294.86,3.051,10000000
294.87,3.007,10000000
294.88,2.92,10000000
294.89,3.007,10000000
294.9,3.183,10000000
294.91,3.139,10000000
294.92,3.139,10000000
294.93,3.139,10000000
294.94,3.095,10000000
294.95,3.007,10000000
294.96,2.832,10000000
294.97,2.964,10000000
294.98,2.964,10000000
294.99,3.095,10000000
295,2.964,10000000
295.01,3.051,10000000
295.02,3.183,10000000
295.03,3.139,10000000
295.04,3.007,10000000
295.05,3.007,10000000
295.06,3.095,10000000
295.07,3.139,10000000
295.08,3.095,10000000
295.09,3.007,10000000
295.1,2.876,10000000
295.11,3.007,10000000
295.12,2.92,10000000
295.13,2.964,10000000
295.14,3.051,10000000
295.15,2.92,10000000
295.16,2.876,10000000
295.17,2.964,10000000
295.18,2.92,10000000
295.19,2.876,10000000
295.2,3.007,10000000
295.21,2.92,10000000
295.22,2.92,10000000
295.23,2.964,10000000
295.24,2.92,10000000
295.25,3.139,10000000
295.26,3.095,10000000
295.27,2.92,10000000
295.28,3.007,10000000
295.29,3.007,10000000
295.3,3.051,10000000
295.31,2.964,10000000
295.32,3.007,10000000
295.33,3.007,10000000
295.34,3.139,10000000
295.35,3.007,10000000
295.36,2.92,10000000
295.37,2.964,10000000
295.38,3.095,10000000
295.39,3.007,10000000
295.4,2.832,10000000
295.41,3.007,10000000
295.42,2.964,10000000
295.43,3.051,10000000
295.44,3.095,10000000
295.45,3.139,10000000
295.46,3.095,10000000
295.47,3.183,10000000
295.48,3.007,10000000
295.49,3.051,10000000
295.5,3.007,10000000
295.51,3.095,10000000
295.52,3.139,10000000
295.53,2.832,10000000
295.54,3.007,10000000
295.55,2.964,10000000
295.56,3.139,10000000
295.57,3.139,10000000
295.58,2.964,10000000
295.59,2.92,10000000
295.6,2.92,10000000
295.61,3.051,10000000
295.62,2.92,10000000
295.63,3.051,10000000
295.64,3.007,10000000
295.65,2.964,10000000
295.66,2.876,10000000
295.67,2.92,10000000
295.68,3.007,10000000
295.69,2.964,10000000
295.7,2.92,10000000
295.71,2.92,10000000
295.72,3.139,10000000
295.73,3.007,10000000
295.74,3.139,10000000
295.75,3.139,10000000
295.76,3.095,10000000
295.77,3.315,10000000
295.78,3.139,10000000
295.79,3.007,10000000
295.8,3.051,10000000
295.81,3.095,10000000
295.82,3.007,10000000
295.83,3.007,10000000
295.84,3.139,10000000
295.85,3.095,10000000
295.86,3.095,10000000
295.87,3.051,10000000
295.88,3.139,10000000
295.89,2.964,10000000
295.9,3.051,10000000
295.91,3.007,10000000
295.92,2.964,10000000
295.93,2.92,10000000
295.94,3.095,10000000
295.95,3.051,10000000
295.96,3.007,10000000
295.97,3.051,10000000
295.98,3.051,10000000
295.99,3.051,10000000
296,3.051,10000000
296.01,3.051,10000000
296.02,3.095,10000000
296.03,3.007,10000000
296.04,3.051,10000000
296.05,3.051,10000000
296.06,2.92,10000000
296.07,3.051,10000000
296.08,3.051,10000000
296.09,3.007,10000000
296.1,2.964,10000000
296.11,3.051,10000000
296.12,2.876,10000000
296.13,3.051,10000000
296.14,3.139,10000000
296.15,2.964,10000000
296.16,3.051,10000000
296.17,3.139,10000000
296.18,2.92,10000000
296.19,2.92,10000000
296.2,3.051,10000000
296.21,2.832,10000000
296.22,3.051,10000000
296.23,3.139,10000000
296.24,3.007,10000000
296.25,3.007,10000000
296.26,3.007,10000000
296.27,3.051,10000000
296.28,2.92,10000000
296.29,3.051,10000000
296.3,3.007,10000000
296.31,2.964,10000000
296.32,3.095,10000000
296.33,2.92,10000000
296.34,3.139,10000000
296.35,3.051,10000000
296.36,2.964,10000000
296.37,3.007,10000000
296.38,3.007,10000000
296.39,3.007,10000000
296.4,3.095,10000000
296.41,3.051,10000000
296.42,3.051,10000000
296.43,2.964,10000000
296.44,3.095,10000000
296.45,2.92,10000000
296.46,2.964,10000000
296.47,2.92,10000000
296.48,2.964,10000000
296.49,2.92,10000000
296.5,2.964,10000000
296.51,3.007,10000000
296.52,3.007,10000000
296.53,3.095,10000000
296.54,3.139,10000000
296.55,3.051,10000000
296.56,3.271,10000000
296.57,2.964,10000000
296.58,3.007,10000000
296.59,3.095,10000000
296.6,3.139,10000000
296.61,3.227,10000000
296.62,3.095,10000000
296.63,3.139,10000000
296.64,3.095,10000000
296.65,2.964,10000000
296.66,3.139,10000000
296.67,3.007,10000000
296.68,3.183,10000000
296.69,3.007,10000000
296.7,3.139,10000000
296.71,3.139,10000000
296.72,3.095,10000000
296.73,3.095,10000000
296.74,3.051,10000000
296.75,2.92,10000000
296.76,3.007,10000000
296.77,2.964,10000000
296.78,3.051,10000000
296.79,3.051,10000000
296.8,2.964,10000000
296.81,2.876,10000000
296.82,2.92,10000000
296.83,3.051,10000000
296.84,3.051,10000000
296.85,2.832,10000000
296.86,2.92,10000000
296.87,3.007,10000000
296.88,3.139,10000000
296.89,3.007,10000000
296.9,3.095,10000000
296.91,2.92,10000000
296.92,3.007,10000000
296.93,3.051,10000000
296.94,3.007,10000000
296.95,3.051,10000000
296.96,3.051,10000000
296.97,3.139,10000000
296.98,2.964,10000000
296.99,3.051,10000000
297,3.007,10000000
297.01,2.964,10000000
297.02,2.92,10000000
297.03,3.051,10000000
297.04,2.92,10000000
297.05,3.051,10000000
297.06,3.007,10000000
297.07,3.227,10000000
297.08,3.051,10000000
297.09,3.051,10000000
297.1,3.095,10000000
297.11,3.095,10000000
297.12,2.876,10000000
297.13,3.095,10000000
297.14,2.92,10000000
297.15,2.92,10000000
297.16,2.92,10000000
297.17,2.92,10000000
297.18,2.92,10000000
297.19,2.92,10000000
297.2,2.964,10000000
297.21,3.007,10000000
297.22,2.964,10000000
297.23,3.007,10000000
297.24,2.964,10000000
297.25,2.964,10000000
297.26,3.051,10000000
297.27,3.139,10000000
297.28,2.832,10000000
297.29,3.007,10000000
297.3,2.92,10000000
297.31,3.051,10000000
297.32,3.051,10000000
297.33,3.051,10000000
297.34,2.964,10000000
297.35,3.139,10000000
297.36,3.183,10000000
297.37,3.139,10000000
297.38,3.051,10000000
297.39,3.051,10000000
297.4,3.095,10000000
297.41,2.964,10000000
297.42,3.051,10000000
297.43,3.051,10000000
297.44,3.139,10000000
297.45,3.007,10000000
297.46,3.051,10000000
297.47,3.139,10000000
297.48,3.051,10000000
297.49,3.139,10000000
297.5,3.051,10000000
297.51,3.051,10000000
297.52,2.92,10000000
297.53,3.139,10000000
297.54,3.095,10000000
297.55,3.139,10000000
297.56,2.92,10000000
297.57,2.92,10000000
297.58,3.095,10000000
297.59,3.095,10000000
297.6,3.051,10000000
297.61,3.051,10000000
297.62,3.139,10000000
297.63,3.183,10000000
297.64,3.139,10000000
297.65,2.92,10000000
297.66,3.007,10000000
297.67,2.964,10000000
297.68,2.92,10000000
297.69,2.92,10000000
297.7,2.964,10000000
297.71,3.051,10000000
297.72,3.051,10000000
297.73,2.964,10000000
297.74,3.007,10000000
297.75,3.139,10000000
297.76,3.139,10000000
297.77,2.964,10000000
297.78,2.92,10000000
297.79,3.095,10000000
297.8,2.964,10000000
297.81,3.139,10000000
297.82,2.92,10000000
297.83,2.92,10000000
297.84,3.007,10000000
297.85,3.227,10000000
297.86,3.095,10000000
297.87,2.876,10000000
297.88,3.007,10000000
297.89,3.095,10000000
297.9,3.139,10000000
297.91,3.007,10000000
297.92,3.095,10000000
297.93,2.964,10000000
297.94,3.051,10000000
297.95,3.007,10000000
297.96,2.964,10000000
297.97,3.007,10000000
297.98,3.007,10000000
297.99,2.832,10000000
298,3.007,10000000
298.01,3.007,10000000
298.02,3.007,10000000
298.03,3.139,10000000
298.04,2.964,10000000
298.05,3.139,10000000
298.06,3.051,10000000
298.07,3.095,10000000
298.08,3.227,10000000
298.09,3.051,10000000
298.1,3.051,10000000
298.11,2.964,10000000
298.12,3.007,10000000
298.13,3.051,10000000
298.14,3.139,10000000
298.15,2.964,10000000
298.16,2.92,10000000
298.17,3.139,10000000
298.18,3.139,10000000
298.19,3.007,10000000
298.2,3.139,10000000
298.21,3.007,10000000
298.22,3.051,10000000
298.23,3.139,10000000
298.24,3.051,10000000
298.25,3.007,10000000
298.26,3.095,10000000
298.27,2.832,10000000
298.28,2.92,10000000
298.29,3.007,10000000
298.3,3.095,10000000
298.31,2.964,10000000
298.32,3.007,10000000
298.33,3.139,10000000
298.34,2.964,10000000
298.35,3.007,10000000
298.36,3.007,10000000
298.37,3.095,10000000
298.38,3.051,10000000
298.39,3.051,10000000
298.4,3.139,10000000
298.41,3.007,10000000
298.42,3.007,10000000
298.43,2.876,10000000
298.44,3.051,10000000
298.45,3.007,10000000
298.46,3.051,10000000
298.47,3.051,10000000
298.48,3.007,10000000
298.49,2.92,10000000
298.5,2.964,10000000
298.51,3.139,10000000
298.52,2.964,10000000
298.53,3.183,10000000
298.54,3.095,10000000
298.55,3.139,10000000
298.56,3.007,10000000
298.57,2.964,10000000
298.58,3.051,10000000
298.59,3.095,10000000
298.6,3.095,10000000
298.61,2.964,10000000
298.62,3.051,10000000
298.63,2.964,10000000
298.64,3.095,10000000
298.65,2.92,10000000
298.66,2.92,10000000
298.67,3.007,10000000
298.68,3.139,10000000
298.69,3.139,10000000
298.7,3.051,10000000
298.71,2.964,10000000
298.72,3.007,10000000
298.73,3.139,10000000
298.74,3.007,10000000
298.75,3.139,10000000
298.76,3.051,10000000
298.77,3.007,10000000
298.78,2.832,10000000
298.79,2.876,10000000
298.8,2.832,10000000
298.81,3.051,10000000
298.82,3.007,10000000
298.83,2.964,10000000
298.84,3.007,10000000
298.85,2.92,10000000
298.86,2.92,10000000
298.87,2.92,10000000
298.88,2.832,10000000
298.89,2.964,10000000
298.9,3.007,10000000
298.91,3.051,10000000
298.92,3.183,10000000
298.93,3.139,10000000
298.94,3.051,10000000
298.95,3.139,10000000
298.96,3.051,10000000
298.97,3.095,10000000
298.98,3.139,10000000
298.99,3.095,10000000
299,3.007,10000000
299.01,3.051,10000000
299.02,3.051,10000000
299.03,2.964,10000000
299.04,3.007,10000000
299.05,2.92,10000000
299.06,3.007,10000000
299.07,2.964,10000000
299.08,3.051,10000000
299.09,3.139,10000000
299.1,3.183,10000000
299.11,3.051,10000000
299.12,3.315,10000000
299.13,2.832,10000000
299.14,2.876,10000000
299.15,3.051,10000000
299.16,3.139,10000000
299.17,2.964,10000000
299.18,3.139,10000000
299.19,3.051,10000000
299.2,2.876,10000000
299.21,2.964,10000000
299.22,3.007,10000000
299.23,3.007,10000000
299.24,3.183,10000000
299.25,3.051,10000000
299.26,3.095,10000000
299.27,3.139,10000000
299.28,3.007,10000000
299.29,2.876,10000000
299.3,2.92,10000000
299.31,3.007,10000000
299.32,3.139,10000000
299.33,2.92,10000000
299.34,2.876,10000000
299.35,2.92,10000000
299.36,2.964,10000000
299.37,3.051,10000000
299.38,2.92,10000000
299.39,2.92,10000000
299.4,2.964,10000000
299.41,3.139,10000000
299.42,3.007,10000000
299.43,3.095,10000000
299.44,3.095,10000000
299.45,3.227,10000000
299.46,3.227,10000000
299.47,3.051,10000000
299.48,3.139,10000000
299.49,3.007,10000000
299.5,2.964,10000000
299.51,3.051,10000000
299.52,2.92,10000000
299.53,3.051,10000000
299.54,2.964,10000000
299.55,2.964,10000000
299.56,3.051,10000000
299.57,3.095,10000000
299.58,3.051,10000000
299.59,3.051,10000000
299.6,3.051,10000000
299.61,3.139,10000000
299.62,3.095,10000000
299.63,2.964,10000000
299.64,2.964,10000000
299.65,2.92,10000000
299.66,2.876,10000000
299.67,3.051,10000000
299.68,2.92,10000000
299.69,3.051,10000000
299.7,3.051,10000000
299.71,2.964,10000000
299.72,3.139,10000000
299.73,3.007,10000000
299.74,3.051,10000000
299.75,3.139,10000000
299.76,3.095,10000000
299.77,3.183,10000000
299.78,3.183,10000000
299.79,3.095,10000000
299.8,3.095,10000000
299.81,3.139,10000000
299.82,2.964,10000000
299.83,3.051,10000000
299.84,3.139,10000000
299.85,3.007,10000000
299.86,3.139,10000000
299.87,3.095,10000000
299.88,3.051,10000000
299.89,2.744,10000000
299.9,3.007,10000000
299.91,2.964,10000000
299.92,3.095,10000000
299.93,3.227,10000000
299.94,3.095,10000000
299.95,3.051,10000000
299.96,3.051,10000000
299.97,3.095,10000000
299.98,3.007,10000000
299.99,3.183,10000000
300,3.051,10000000
300.01,3.095,10000000
300.02,3.007,10000000
300.03,3.007,10000000
300.04,3.007,10000000
300.05,3.139,10000000
300.06,2.964,10000000
300.07,2.964,10000000
300.08,2.964,10000000
300.09,2.92,10000000
300.1,2.92,10000000
300.11,2.964,10000000
300.12,2.964,10000000
300.13,2.964,10000000
300.14,3.095,10000000
300.15,3.007,10000000
300.16,3.051,10000000
300.17,2.964,10000000
300.18,3.007,10000000
300.19,2.964,10000000
300.2,3.007,10000000
300.21,3.095,10000000
300.22,3.051,10000000
300.23,2.92,10000000
300.24,3.007,10000000
300.25,3.007,10000000
300.26,3.139,10000000
300.27,3.183,10000000
300.28,3.139,10000000
300.29,3.051,10000000
300.3,3.183,10000000
300.31,3.183,10000000
300.32,3.007,10000000
300.33,3.051,10000000
300.34,3.051,10000000
300.35,2.964,10000000
300.36,2.964,10000000
300.37,2.92,10000000
300.38,2.832,10000000
300.39,2.964,10000000
