Timestamp(ms),Current(uA),D0-D7
83.49,3.227,10000000
83.5,3.007,10000000
83.51,3.095,10000000
83.52,3.051,10000000
83.53,3.139,10000000
83.54,3.139,10000000
83.55,3.007,10000000
83.56,3.183,10000000
83.57,3.051,10000000
83.58,3.051,10000000
83.59,3.051,10000000
83.6,3.007,10000000
83.61,2.92,10000000
83.62,2.92,10000000
83.63,3.051,10000000
83.64,3.007,10000000
83.65,3.051,10000000
83.66,3.183,10000000
83.67,3.095,10000000
83.68,3.007,10000000
83.69,2.92,10000000
83.7,2.964,10000000
83.71,2.832,10000000
83.72,3.007,10000000
83.73,3.095,10000000
83.74,2.92,10000000
83.75,2.964,10000000
83.76,3.007,10000000
83.77,2.92,10000000
83.78,2.92,10000000
83.79,3.095,10000000
83.8,3.007,10000000
83.81,3.051,10000000
83.82,2.964,10000000
83.83,2.92,10000000
83.84,3.095,10000000
83.85,3.007,10000000
83.86,3.051,10000000
83.87,2.876,10000000
83.88,3.007,10000000
83.89,3.051,10000000
83.9,2.964,10000000
83.91,3.007,10000000
83.92,3.095,10000000
83.93,2.92,10000000
83.94,3.139,10000000
83.95,3.051,10000000
83.96,3.051,10000000
83.97,2.92,10000000
83.98,3.227,10000000
83.99,3.139,10000000
84,3.139,10000000
84.01,3.139,10000000
84.02,3.051,10000000
84.03,2.92,10000000
84.04,2.92,10000000
84.05,2.92,10000000
84.06,3.007,10000000
84.07,3.007,10000000
84.08,2.964,10000000
84.09,3.051,10000000
84.1,3.007,10000000
84.11,3.095,10000000
84.12,3.095,10000000
84.13,3.139,10000000
84.14,3.007,10000000
84.15,3.007,10000000
84.16,2.832,10000000
84.17,3.051,10000000
84.18,3.095,10000000
84.19,3.183,10000000
84.2,3.051,10000000
84.21,2.964,10000000
84.22,3.051,10000000
84.23,3.051,10000000
84.24,3.183,10000000
84.25,3.139,10000000
84.26,3.095,10000000
84.27,3.139,10000000
84.28,3.095,10000000
84.29,3.139,10000000
84.3,3.139,10000000
84.31,3.007,10000000
84.32,3.007,10000000
84.33,3.139,10000000
84.34,3.051,10000000
84.35,2.964,10000000
84.36,3.007,10000000
84.37,3.051,10000000
84.38,3.007,10000000
84.39,3.139,10000000
84.4,2.92,10000000
84.41,3.051,10000000
84.42,3.051,10000000
84.43,3.007,10000000
84.44,3.007,10000000
84.45,2.964,10000000
84.46,3.007,10000000
84.47,2.92,10000000
84.48,2.92,10000000
84.49,3.051,10000000
84.5,2.92,10000000
84.51,3.051,10000000
84.52,2.92,10000000
84.53,3.095,10000000
84.54,3.007,10000000
84.55,3.007,10000000
84.56,2.964,10000000
84.57,3.095,10000000
84.58,3.139,10000000
84.59,3.051,10000000
84.6,3.051,10000000
84.61,3.007,10000000
84.62,3.183,10000000
84.63,3.139,10000000
84.64,3.139,10000000
84.65,2.92,10000000
84.66,2.964,10000000
84.67,3.095,10000000
84.68,2.964,10000000
84.69,2.92,10000000
84.7,3.051,10000000
84.71,2.964,10000000
84.72,2.964,10000000
84.73,3.007,10000000
84.74,2.964,10000000
84.75,3.139,10000000
84.76,3.051,10000000
84.77,3.139,10000000
84.78,3.139,10000000
84.79,2.92,10000000
84.8,3.051,10000000
84.81,3.183,10000000
84.82,3.007,10000000
84.83,2.964,10000000
84.84,3.139,10000000
84.85,3.095,10000000
84.86,2.92,10000000
84.87,3.095,10000000
84.88,3.139,10000000
84.89,3.183,10000000
84.9,3.051,10000000
84.91,3.095,10000000
84.92,3.139,10000000
84.93,3.051,10000000
84.94,3.095,10000000
84.95,3.183,10000000
84.96,3.315,10000000
84.97,3.007,10000000
84.98,3.183,10000000
84.99,3.095,10000000
85,2.964,10000000
85.01,2.964,10000000
85.02,2.92,10000000
85.03,2.876,10000000
85.04,3.095,10000000
85.05,2.964,10000000
85.06,2.92,10000000
85.07,2.964,10000000
85.08,3.095,10000000
85.09,3.095,10000000
85.1,3.139,10000000
85.11,3.007,10000000
85.12,3.095,10000000
85.13,3.095,10000000
85.14,3.095,10000000
85.15,3.095,10000000
85.16,3.007,10000000
85.17,3.051,10000000
85.18,3.139,10000000
85.19,3.007,10000000
85.2,2.964,10000000
85.21,3.095,10000000
85.22,2.964,10000000
85.23,3.007,10000000
85.24,2.964,10000000
85.25,2.876,10000000
85.26,2.92,10000000
85.27,2.964,10000000
85.28,3.139,10000000
85.29,3.007,10000000
85.3,3.007,10000000
85.31,3.095,10000000
85.32,3.007,10000000
85.33,3.183,10000000
85.34,2.92,10000000
85.35,3.051,10000000
85.36,3.007,10000000
85.37,3.095,10000000
85.38,3.007,10000000
85.39,3.007,10000000
85.4,3.095,10000000
85.41,3.095,10000000
85.42,3.139,10000000
85.43,2.964,10000000
85.44,3.051,10000000
85.45,2.92,10000000
85.46,3.095,10000000
85.47,3.095,10000000
85.48,3.095,10000000
85.49,3.095,10000000
85.5,3.051,10000000
85.51,3.183,10000000
85.52,3.007,10000000
85.53,3.007,10000000
85.54,3.139,10000000
85.55,3.007,10000000
85.56,2.964,10000000
85.57,2.92,10000000
85.58,3.051,10000000
85.59,3.051,10000000
85.6,2.92,10000000
85.61,2.964,10000000
85.62,3.007,10000000
85.63,2.92,10000000
85.64,2.964,10000000
85.65,3.007,10000000
85.66,3.095,10000000
85.67,3.007,10000000
85.68,3.139,10000000
85.69,3.139,10000000
85.7,2.964,10000000
85.71,3.007,10000000
85.72,3.007,10000000
85.73,2.964,10000000
85.74,2.964,10000000
85.75,2.964,10000000
85.76,3.051,10000000
85.77,3.007,10000000
85.78,3.007,10000000
85.79,2.964,10000000
85.8,2.964,10000000
85.81,3.051,10000000
85.82,3.183,10000000
85.83,3.139,10000000
85.84,3.007,10000000
85.85,3.051,10000000
85.86,3.095,10000000
85.87,3.007,10000000
85.88,3.007,10000000
85.89,3.007,10000000
85.9,2.92,10000000
85.91,2.832,10000000
85.92,3.095,10000000
85.93,3.007,10000000
85.94,3.139,10000000
85.95,3.051,10000000
85.96,3.051,10000000
85.97,3.095,10000000
85.98,2.92,10000000
85.99,3.139,10000000
86,3.051,10000000
86.01,3.051,10000000
86.02,3.139,10000000
86.03,3.183,10000000
86.04,2.964,10000000
86.05,3.007,10000000
86.06,2.964,10000000
86.07,3.007,10000000
86.08,3.051,10000000
86.09,2.92,10000000
86.1,3.007,10000000
86.11,2.964,10000000
86.12,2.964,10000000
86.13,3.051,10000000
86.14,3.051,10000000
86.15,3.183,10000000
86.16,3.007,10000000
86.17,3.183,10000000
86.18,3.007,10000000
86.19,2.964,10000000
86.2,2.92,10000000
86.21,3.007,10000000
86.22,2.964,10000000
86.23,2.92,10000000
86.24,3.051,10000000
86.25,2.92,10000000
86.26,2.964,10000000
86.27,2.876,10000000
86.28,3.007,10000000
86.29,3.007,10000000
86.3,3.095,10000000
86.31,3.007,10000000
86.32,3.007,10000000
86.33,2.876,10000000
86.34,3.007,10000000
86.35,3.095,10000000
86.36,2.964,10000000
86.37,2.92,10000000
86.38,2.964,10000000
86.39,3.095,10000000
86.4,3.051,10000000
86.41,2.964,10000000
86.42,3.095,10000000
86.43,2.964,10000000
86.44,3.095,10000000
86.45,3.139,10000000
86.46,3.007,10000000
86.47,3.183,10000000
86.48,3.095,10000000
86.49,3.095,10000000
86.5,3.051,10000000
86.51,3.095,10000000
86.52,3.051,10000000
86.53,3.139,10000000
86.54,3.095,10000000
86.55,3.139,10000000
86.56,2.964,10000000
86.57,3.007,10000000
86.58,3.139,10000000
86.59,3.051,10000000
86.6,2.876,10000000
86.61,2.92,10000000
86.62,2.964,10000000
86.63,3.139,10000000
86.64,3.051,10000000
86.65,3.051,10000000
86.66,3.007,10000000
86.67,2.876,10000000
86.68,2.92,10000000
86.69,3.051,10000000
86.7,3.007,10000000
86.71,3.051,10000000
86.72,3.139,10000000
86.73,3.007,10000000
86.74,3.095,10000000
86.75,3.095,10000000
86.76,3.095,10000000
86.77,3.139,10000000
86.78,2.964,10000000
86.79,3.095,10000000
86.8,3.139,10000000
86.81,3.095,10000000
86.82,3.095,10000000
86.83,3.095,10000000
86.84,3.095,10000000
86.85,3.095,10000000
86.86,3.095,10000000
86.87,3.139,10000000
86.88,2.92,10000000
86.89,3.139,10000000
86.9,3.139,10000000
86.91,3.183,10000000
86.92,3.051,10000000
86.93,2.92,10000000
86.94,3.139,10000000
86.95,3.007,10000000
86.96,2.92,10000000
86.97,2.92,10000000
86.98,3.139,10000000
86.99,3.051,10000000
87,3.095,10000000
87.01,3.007,10000000
87.02,3.095,10000000
87.03,2.964,10000000
87.04,2.964,10000000
87.05,3.007,10000000
87.06,2.964,10000000
87.07,3.139,10000000
87.08,2.92,10000000
87.09,3.051,10000000
87.1,3.227,10000000
87.11,3.139,10000000
87.12,3.051,10000000
87.13,3.139,10000000
87.14,3.007,10000000
87.15,3.095,10000000
87.16,3.095,10000000
87.17,3.139,10000000
87.18,3.051,10000000
87.19,3.095,10000000
87.2,3.007,10000000
87.21,3.139,10000000
87.22,3.007,10000000
87.23,3.007,10000000
87.24,2.92,10000000
87.25,3.051,10000000
87.26,2.92,10000000
87.27,2.832,10000000
87.28,2.832,10000000
87.29,2.964,10000000
87.3,2.964,10000000
87.31,3.007,10000000
87.32,2.92,10000000
87.33,2.964,10000000
87.34,2.876,10000000
87.35,2.876,10000000
87.36,2.964,10000000
87.37,3.007,10000000
87.38,2.964,10000000
87.39,3.095,10000000
87.4,3.051,10000000
87.41,3.095,10000000
87.42,3.227,10000000
87.43,3.227,10000000
87.44,3.183,10000000
87.45,3.139,10000000
87.46,2.92,10000000
87.47,3.051,10000000
87.48,3.095,10000000
87.49,3.095,10000000
87.5,3.051,10000000
87.51,3.051,10000000
87.52,3.095,10000000
87.53,2.876,10000000
87.54,3.139,10000000
87.55,3.095,10000000
87.56,3.183,10000000
87.57,3.139,10000000
87.58,3.095,10000000
87.59,3.095,10000000
87.6,2.964,10000000
87.61,3.095,10000000
87.62,3.139,10000000
87.63,2.92,10000000
87.64,2.876,10000000
87.65,3.007,10000000
87.66,2.964,10000000
87.67,3.051,10000000
87.68,2.964,10000000
87.69,3.051,10000000
87.7,3.051,10000000
87.71,2.964,10000000
87.72,2.876,10000000
87.73,2.92,10000000
87.74,3.007,10000000
87.75,3.051,10000000
87.76,2.964,10000000
87.77,3.051,10000000
87.78,2.92,10000000
87.79,2.92,10000000
87.8,3.007,10000000
87.81,3.139,10000000
87.82,3.095,10000000
87.83,2.92,10000000
87.84,3.051,10000000
87.85,2.92,10000000
87.86,3.183,10000000
87.87,3.139,10000000
87.88,3.139,10000000
87.89,3.139,10000000
87.9,2.964,10000000
87.91,3.095,10000000
87.92,3.095,10000000
87.93,2.964,10000000
87.94,2.964,10000000
87.95,3.051,10000000
87.96,3.051,10000000
87.97,3.051,10000000
87.98,3.095,10000000
87.99,3.051,10000000
88,3.051,10000000
88.01,3.051,10000000
88.02,3.095,10000000
88.03,3.051,10000000
88.04,3.139,10000000
88.05,2.92,10000000
88.06,2.964,10000000
88.07,3.139,10000000
88.08,3.139,10000000
88.09,2.832,10000000
88.1,3.051,10000000
88.11,3.139,10000000
88.12,3.139,10000000
88.13,3.051,10000000
88.14,3.051,10000000
88.15,2.92,10000000
88.16,3.051,10000000
88.17,2.788,10000000
88.18,3.139,10000000
88.19,3.139,10000000
88.2,3.007,10000000
88.21,3.139,10000000
88.22,3.051,10000000
88.23,3.095,10000000
88.24,2.964,10000000
88.25,3.007,10000000
88.26,2.92,10000000
88.27,2.92,10000000
88.28,3.051,10000000
88.29,2.92,10000000
88.3,3.007,10000000
88.31,2.964,10000000
88.32,2.964,10000000
88.33,2.876,10000000
88.34,3.051,10000000
88.35,3.139,10000000
88.36,2.92,10000000
88.37,3.183,10000000
88.38,3.007,10000000
88.39,2.92,10000000
88.4,3.095,10000000
88.41,2.964,10000000
88.42,3.139,10000000
88.43,2.964,10000000
88.44,2.92,10000000
88.45,3.139,10000000
88.46,3.139,10000000
88.47,2.92,10000000
88.48,3.007,10000000
88.49,3.007,10000000
88.5,2.92,10000000
88.51,3.051,10000000
88.52,2.832,10000000
88.53,2.92,10000000
88.54,2.92,10000000
88.55,2.92,10000000
88.56,3.095,10000000
88.57,3.095,10000000
88.58,2.92,10000000
88.59,3.051,10000000
88.6,2.92,10000000
88.61,3.051,10000000
88.62,3.095,10000000
88.63,3.007,10000000
88.64,3.315,10000000
88.65,3.095,10000000
88.66,3.051,10000000
88.67,3.051,10000000
88.68,3.051,10000000
88.69,3.007,10000000
88.7,3.139,10000000
88.71,2.92,10000000
88.72,3.095,10000000
88.73,3.051,10000000
88.74,3.007,10000000
88.75,3.051,10000000
88.76,3.051,10000000
88.77,2.964,10000000
88.78,3.051,10000000
88.79,3.051,10000000
88.8,3.227,10000000
88.81,2.92,10000000
88.82,3.007,10000000
88.83,3.095,10000000
88.84,3.227,10000000
88.85,3.139,10000000
88.86,3.007,10000000
88.87,3.095,10000000
88.88,2.92,10000000
88.89,3.007,10000000
88.9,3.095,10000000
88.91,2.832,10000000
88.92,3.183,10000000
88.93,3.007,10000000
88.94,3.007,10000000
88.95,2.92,10000000
88.96,3.007,10000000
88.97,2.92,10000000
88.98,2.876,10000000
88.99,3.051,10000000
89,3.183,10000000
89.01,2.92,10000000
89.02,2.964,10000000
89.03,3.095,10000000
89.04,3.007,10000000
89.05,2.964,10000000
89.06,2.92,10000000
89.07,2.876,10000000
89.08,2.964,10000000
89.09,3.139,10000000
89.1,3.051,10000000
89.11,3.139,10000000
89.12,2.92,10000000
89.13,3.183,10000000
89.14,2.92,10000000
89.15,3.051,10000000
89.16,3.007,10000000
89.17,3.051,10000000
89.18,3.051,10000000
89.19,3.051,10000000
89.2,3.007,10000000
89.21,2.832,10000000
89.22,3.139,10000000
89.23,3.183,10000000
89.24,3.095,10000000
89.25,3.007,10000000
89.26,3.095,10000000
89.27,3.051,10000000
89.28,2.964,10000000
89.29,3.007,10000000
89.3,3.051,10000000
89.31,3.139,10000000
89.32,3.139,10000000
89.33,3.183,10000000
89.34,3.095,10000000
89.35,2.92,10000000
89.36,3.051,10000000
89.37,3.051,10000000
89.38,3.051,10000000
89.39,3.095,10000000
89.4,3.007,10000000
89.41,3.139,10000000
89.42,3.139,10000000
89.43,3.007,10000000
89.44,3.095,10000000
89.45,3.007,10000000
89.46,3.007,10000000
89.47,3.139,10000000
89.48,3.051,10000000
89.49,3.007,10000000
89.5,2.92,10000000
89.51,2.92,10000000
89.52,2.92,10000000
89.53,3.095,10000000
89.54,3.227,10000000
89.55,2.964,10000000
89.56,2.92,10000000
89.57,3.139,10000000
89.58,2.964,10000000
89.59,3.139,10000000
89.6,3.051,10000000
89.61,3.051,10000000
89.62,3.007,10000000
89.63,3.007,10000000
89.64,3.051,10000000
89.65,3.007,10000000
89.66,2.964,10000000
89.67,3.095,10000000
89.68,3.007,10000000
89.69,3.007,10000000
89.7,3.051,10000000
89.71,3.051,10000000
89.72,2.964,10000000
89.73,3.051,10000000
89.74,3.007,10000000
89.75,3.095,10000000
89.76,3.095,10000000
89.77,3.139,10000000
89.78,3.315,10000000
89.79,3.139,10000000
89.8,3.095,10000000
89.81,3.095,10000000
89.82,3.139,10000000
89.83,2.964,10000000
89.84,3.095,10000000
89.85,2.832,10000000
89.86,3.051,10000000
89.87,2.964,10000000
89.88,2.964,10000000
89.89,2.876,10000000
89.9,3.183,10000000
89.91,3.007,10000000
89.92,3.183,10000000
89.93,3.139,10000000
89.94,3.051,10000000
89.95,2.92,10000000
89.96,3.183,10000000
89.97,3.007,10000000
89.98,2.964,10000000
89.99,3.051,10000000
90,3.051,10000000
90.01,3.007,10000000
90.02,3.051,10000000
90.03,3.051,10000000
90.04,3.095,10000000
90.05,3.139,10000000
90.06,3.183,10000000
90.07,3.007,10000000
90.08,3.007,10000000
90.09,3.007,10000000
90.1,3.227,10000000
90.11,3.007,10000000
90.12,3.095,10000000
90.13,3.095,10000000
90.14,2.92,10000000
90.15,3.051,10000000
90.16,3.051,10000000
90.17,3.095,10000000
90.18,3.051,10000000
90.19,3.139,10000000
90.2,3.007,10000000
90.21,3.095,10000000
90.22,3.315,10000000
90.23,3.139,10000000
90.24,3.051,10000000
90.25,2.92,10000000
90.26,3.007,10000000
90.27,3.007,10000000
90.28,3.007,10000000
90.29,3.007,10000000
90.3,2.964,10000000
90.31,2.92,10000000
90.32,3.007,10000000
90.33,2.876,10000000
90.34,2.92,10000000
90.35,3.007,10000000
90.36,2.964,10000000
90.37,3.007,10000000
90.38,2.964,10000000
90.39,3.051,10000000
90.4,3.095,10000000
90.41,3.051,10000000
90.42,3.007,10000000
90.43,3.183,10000000
90.44,3.183,10000000
90.45,3.139,10000000
90.46,3.051,10000000
90.47,3.095,10000000
90.48,3.007,10000000
90.49,3.007,10000000
90.5,3.139,10000000
90.51,2.92,10000000
90.52,2.92,10000000
90.53,3.139,10000000
90.54,3.095,10000000
90.55,3.139,10000000
90.56,3.139,10000000
90.57,2.876,10000000
90.58,2.964,10000000
90.59,3.007,10000000
90.6,3.095,10000000
90.61,2.964,10000000
90.62,2.964,10000000
90.63,3.095,10000000
90.64,2.964,10000000
90.65,3.051,10000000
90.66,3.095,10000000
90.67,3.007,10000000
90.68,3.139,10000000
90.69,2.964,10000000
90.7,3.007,10000000
90.71,3.095,10000000
90.72,3.183,10000000
90.73,2.92,10000000
90.74,3.007,10000000
90.75,3.007,10000000
90.76,3.007,10000000
90.77,3.139,10000000
90.78,2.832,10000000
90.79,3.007,10000000
90.8,3.007,10000000
90.81,3.051,10000000
90.82,3.051,10000000
90.83,3.007,10000000
90.84,2.964,10000000
90.85,2.964,10000000
90.86,3.139,10000000
90.87,2.92,10000000
90.88,3.007,10000000
90.89,2.964,10000000
90.9,2.92,10000000
90.91,3.095,10000000
90.92,3.095,10000000
90.93,3.051,10000000
90.94,3.139,10000000
90.95,3.007,10000000
90.96,3.007,10000000
90.97,3.183,10000000
90.98,3.183,10000000
90.99,3.227,10000000
91,3.227,10000000
91.01,3.139,10000000
91.02,3.051,10000000
91.03,3.139,10000000
91.04,3.007,10000000
91.05,3.051,10000000
91.06,3.139,10000000
91.07,2.964,10000000
91.08,3.051,10000000
91.09,2.92,10000000
91.1,3.007,10000000
91.11,2.832,10000000
91.12,2.964,10000000
91.13,3.139,10000000
91.14,3.095,10000000
91.15,3.007,10000000
91.16,3.051,10000000
91.17,2.92,10000000
91.18,3.139,10000000
91.19,2.92,10000000
91.2,2.92,10000000
91.21,3.095,10000000
91.22,3.051,10000000
91.23,3.007,10000000
91.24,3.095,10000000
91.25,3.007,10000000
91.26,3.007,10000000
91.27,2.876,10000000
91.28,3.051,10000000
91.29,3.095,10000000
91.3,2.92,10000000
91.31,3.051,10000000
91.32,3.007,10000000
91.33,3.139,10000000
91.34,3.095,10000000
91.35,3.139,10000000
91.36,3.227,10000000
91.37,3.051,10000000
91.38,3.183,10000000
91.39,3.095,10000000
91.4,3.051,10000000
91.41,3.095,10000000
91.42,3.095,10000000
91.43,3.007,10000000
91.44,3.007,10000000
91.45,2.92,10000000
91.46,3.007,10000000
91.47,3.007,10000000
91.48,3.007,10000000
91.49,3.007,10000000
91.5,3.139,10000000
91.51,3.139,10000000
91.52,3.095,10000000
91.53,3.139,10000000
91.54,3.139,10000000
91.55,3.095,10000000
91.56,3.007,10000000
91.57,3.007,10000000
91.58,3.139,10000000
91.59,2.964,10000000
91.6,3.051,10000000
91.61,3.183,10000000
91.62,3.095,10000000
91.63,3.051,10000000
91.64,3.095,10000000
91.65,3.095,10000000
91.66,2.92,10000000
91.67,2.964,10000000
91.68,2.964,10000000
91.69,3.051,10000000
91.7,2.964,10000000
91.71,3.139,10000000
91.72,2.92,10000000
91.73,2.964,10000000
91.74,2.92,10000000
91.75,3.139,10000000
91.76,3.051,10000000
91.77,3.007,10000000
91.78,3.139,10000000
91.79,3.051,10000000
91.8,2.964,10000000
91.81,2.92,10000000
91.82,3.007,10000000
91.83,2.92,10000000
91.84,3.139,10000000
91.85,3.051,10000000
91.86,3.183,10000000
91.87,3.183,10000000
91.88,3.183,10000000
91.89,3.139,10000000
91.9,2.964,10000000
91.91,3.007,10000000
91.92,2.832,10000000
91.93,2.92,10000000
91.94,3.051,10000000
91.95,3.095,10000000
91.96,3.007,10000000
91.97,3.183,10000000
91.98,3.051,10000000
91.99,3.007,10000000
92,3.007,10000000
92.01,3.139,10000000
92.02,2.964,10000000
92.03,3.051,10000000
92.04,2.92,10000000
92.05,3.139,10000000
92.06,3.095,10000000
92.07,2.92,10000000
92.08,3.095,10000000
92.09,3.007,10000000
92.1,3.007,10000000
92.11,2.832,10000000
92.12,3.095,10000000
92.13,3.139,10000000
92.14,3.095,10000000
92.15,3.139,10000000
92.16,3.007,10000000
92.17,2.92,10000000
92.18,3.007,10000000
92.19,3.095,10000000
92.2,3.007,10000000
92.21,2.92,10000000
92.22,3.007,10000000
92.23,3.139,10000000
92.24,3.183,10000000
92.25,3.139,10000000
92.26,3.139,10000000
92.27,3.051,10000000
92.28,3.051,10000000
92.29,3.007,10000000
92.3,3.051,10000000
92.31,3.051,10000000
92.32,2.92,10000000
92.33,3.007,10000000
92.34,3.051,10000000
92.35,3.095,10000000
92.36,3.051,10000000
92.37,3.051,10000000
92.38,3.007,10000000
92.39,3.051,10000000
92.4,3.051,10000000
92.41,3.095,10000000
92.42,3.007,10000000
92.43,3.051,10000000
92.44,2.92,10000000
92.45,3.007,10000000
92.46,2.92,10000000
92.47,2.876,10000000
92.48,3.007,10000000
92.49,2.964,10000000
92.5,3.095,10000000
92.51,3.051,10000000
92.52,3.007,10000000
92.53,3.139,10000000
92.54,3.051,10000000
92.55,3.139,10000000
92.56,3.051,10000000
92.57,3.139,10000000
92.58,3.007,10000000
92.59,3.139,10000000
92.6,3.007,10000000
92.61,3.051,10000000
92.62,3.051,10000000
92.63,3.051,10000000
92.64,2.832,10000000
92.65,3.051,10000000
92.66,2.964,10000000
92.67,2.964,10000000
92.68,2.92,10000000
92.69,3.007,10000000
92.7,2.92,10000000
92.71,3.095,10000000
92.72,2.876,10000000
92.73,3.007,10000000
92.74,3.051,10000000
92.75,3.095,10000000
92.76,3.139,10000000
92.77,2.832,10000000
92.78,3.051,10000000
92.79,3.227,10000000
92.8,3.139,10000000
92.81,3.007,10000000
92.82,3.183,10000000
92.83,3.095,10000000
92.84,3.139,10000000
92.85,3.051,10000000
92.86,3.007,10000000
92.87,3.007,10000000
92.88,2.964,10000000
92.89,2.92,10000000
92.9,3.051,10000000
92.91,3.139,10000000
92.92,3.271,10000000
92.93,3.183,10000000
92.94,3.183,10000000
92.95,3.139,10000000
92.96,3.095,10000000
92.97,3.095,10000000
92.98,3.139,10000000
92.99,3.051,10000000
93,3.095,10000000
93.01,3.139,10000000
93.02,3.183,10000000
93.03,3.051,10000000
93.04,3.051,10000000
93.05,2.964,10000000
93.06,3.051,10000000
93.07,3.095,10000000
93.08,2.964,10000000
93.09,2.964,10000000
93.1,3.007,10000000
93.11,3.183,10000000
93.12,3.051,10000000
93.13,3.095,10000000
93.14,2.964,10000000
93.15,3.183,10000000
93.16,3.051,10000000
93.17,2.964,10000000
93.18,3.007,10000000
93.19,2.92,10000000
93.2,3.095,10000000
93.21,3.095,10000000
93.22,2.964,10000000
93.23,3.007,10000000
93.24,3.139,10000000
93.25,3.095,10000000
93.26,2.832,10000000
93.27,3.139,10000000
93.28,3.139,10000000
93.29,2.876,10000000
93.3,3.095,10000000
93.31,2.964,10000000
93.32,3.139,10000000
93.33,3.051,10000000
93.34,3.051,10000000
93.35,3.139,10000000
93.36,3.051,10000000
93.37,3.095,10000000
93.38,3.051,10000000
93.39,3.007,10000000
93.4,3.007,10000000
93.41,3.051,10000000
93.42,2.92,10000000
93.43,2.92,10000000
93.44,3.051,10000000
93.45,3.007,10000000
93.46,3.051,10000000
93.47,3.007,10000000
93.48,3.139,10000000
93.49,2.92,10000000
93.5,2.964,10000000
93.51,3.051,10000000
93.52,2.832,10000000
93.53,2.92,10000000
93.54,3.051,10000000
93.55,2.92,10000000
93.56,3.183,10000000
93.57,3.095,10000000
93.58,3.227,10000000
93.59,3.095,10000000
93.6,3.139,10000000
93.61,3.183,10000000
93.62,3.095,10000000
93.63,3.227,10000000
93.64,3.095,10000000
93.65,3.139,10000000
93.66,2.92,10000000
93.67,3.139,10000000
93.68,3.007,10000000
93.69,3.051,10000000
93.7,2.92,10000000
93.71,2.964,10000000
93.72,2.964,10000000
93.73,2.964,10000000
93.74,2.92,10000000
93.75,3.007,10000000
93.76,3.051,10000000
93.77,3.051,10000000
93.78,2.92,10000000
93.79,3.095,10000000
93.8,3.139,10000000
93.81,2.92,10000000
93.82,3.095,10000000
93.83,2.876,10000000
93.84,3.139,10000000
93.85,2.964,10000000
93.86,3.007,10000000
93.87,3.051,10000000
93.88,2.92,10000000
93.89,3.051,10000000
93.9,3.095,10000000
93.91,3.095,10000000
93.92,3.183,10000000
93.93,3.095,10000000
93.94,3.051,10000000
93.95,2.964,10000000
93.96,2.964,10000000
93.97,3.007,10000000
93.98,2.964,10000000
93.99,3.139,10000000
94,3.271,10000000
94.01,3.315,10000000
94.02,3.095,10000000
94.03,3.007,10000000
94.04,3.095,10000000
94.05,2.92,10000000
94.06,3.095,10000000
94.07,2.92,10000000
94.08,3.007,10000000
94.09,3.051,10000000
94.1,3.051,10000000
94.11,3.095,10000000
94.12,2.876,10000000
94.13,2.964,10000000
94.14,3.139,10000000
94.15,3.007,10000000
94.16,2.964,10000000
94.17,2.92,10000000
94.18,2.92,10000000
94.19,3.095,10000000
94.2,2.92,10000000
94.21,3.051,10000000
94.22,3.095,10000000
94.23,3.051,10000000
94.24,3.051,10000000
94.25,2.92,10000000
94.26,2.92,10000000
94.27,3.095,10000000
94.28,3.227,10000000
94.29,3.139,10000000
94.3,2.92,10000000
94.31,3.007,10000000
94.32,3.095,10000000
94.33,3.139,10000000
94.34,3.007,10000000
94.35,3.007,10000000
94.36,3.095,10000000
94.37,2.92,10000000
94.38,3.007,10000000
94.39,2.744,10000000
94.4,3.007,10000000
94.41,3.007,10000000
94.42,2.92,10000000
94.43,3.095,10000000
94.44,2.964,10000000
94.45,2.964,10000000
94.46,3.007,10000000
94.47,3.007,10000000
94.48,3.139,10000000
94.49,3.139,10000000
94.5,3.007,10000000
94.51,3.007,10000000
94.52,2.964,10000000
94.53,2.964,10000000
94.54,2.964,10000000
94.55,3.139,10000000
94.56,3.007,10000000
94.57,3.007,10000000
94.58,3.095,10000000
94.59,3.051,10000000
94.6,3.095,10000000
94.61,3.007,10000000
94.62,3.095,10000000
94.63,3.139,10000000
94.64,3.051,10000000
94.65,3.139,10000000
94.66,3.139,10000000
94.67,3.095,10000000
94.68,2.92,10000000
94.69,3.095,10000000
94.7,2.92,10000000
94.71,2.92,10000000
94.72,3.007,10000000
94.73,2.92,10000000
94.74,3.139,10000000
94.75,3.139,10000000
94.76,3.139,10000000
94.77,3.051,10000000
94.78,3.007,10000000
94.79,3.007,10000000
94.8,3.051,10000000
94.81,2.964,10000000
94.82,3.139,10000000
94.83,3.271,10000000
94.84,3.183,10000000
94.85,3.051,10000000
94.86,2.964,10000000
94.87,2.964,10000000
94.88,3.183,10000000
94.89,2.964,10000000
94.9,2.964,10000000
94.91,2.92,10000000
94.92,3.007,10000000
94.93,3.183,10000000
94.94,2.92,10000000
94.95,3.051,10000000
94.96,3.007,10000000
94.97,2.92,10000000
94.98,2.964,10000000
94.99,3.007,10000000
95,3.139,10000000
95.01,3.007,10000000
95.02,3.139,10000000
95.03,3.007,10000000
95.04,3.095,10000000
95.05,3.095,10000000
95.06,3.007,10000000
95.07,3.095,10000000
95.08,3.007,10000000
95.09,2.92,10000000
95.1,3.139,10000000
95.11,3.007,10000000
95.12,3.139,10000000
95.13,3.051,10000000
95.14,3.007,10000000
